type_of_reference,primary_title,authors,journal_name,volume,start_page,end_page,year,date,secondary_title,issn,doi,urls,keywords,abstract,number
JOUR,Balancing high operator's workload through a new job rotation approach: Application to an automotive assembly line,"['Moussavi, S.E.', 'Zare, M.', 'Mahdjoub, M.', 'Grunder, O.']",International Journal of Industrial Ergonomics,71,136,144,2019,2019/05/01/,,0169-8141,https://doi.org/10.1016/j.ergon.2019.03.003,['https://www.sciencedirect.com/science/article/pii/S0169814118301264'],"['Job rotation scheduling', 'Workload balancing', 'Ergonomic risk assessment', 'Mixed integer programming']","Reducing musculoskeletal disorder (MSD) risk factors and work monotony are the main reasons that persuade a manufacturing industry to apply job rotation in the workforce planning. This research aims to smooth the daily workload by designing an optimal sequence of job rotation using a mathematical model. The study consists of two main steps. The first is an ergonomic analysis of the workstations to evaluate the physical workload of different jobs. An in-house risk assessment method was used to identify physical workloads of each job. In the second step, a mathematical model was developed to schedule job rotation and optimize/balance the cumulative workload. Mixed integer programming is proposed to implement a platform for the ergonomic job rotation. The objective of the job rotation programming in this research was to determine the optimal sequence of jobs for each worker such that the global daily workload of the workers would be balanced. The proposed job rotation strategy reduced the dispersion and the deviation of the daily cumulative workload among the workers considering that the rotation only occurred inside the specific groups and not between the groups.",
JOUR,Exact and heuristic methods for a workload allocation problem with chain precedence constraints,"['Pereira, Jordi', 'Ritt, Marcus']",European Journal of Operational Research,309,387,398,2023,2023/08/16/,,0377-2217,https://doi.org/10.1016/j.ejor.2022.12.035,['https://www.sciencedirect.com/science/article/pii/S0377221722010037'],"['Manufacturing', 'Assembly line balancing', 'Worker allocation', 'Dynamic programming', 'Branch and bound']","Industrial manufacturing is often organized in assembly lines where a product is assembled on a sequence of stations, each of which executes some of the assembly tasks. A line is balanced if the maximum total execution time of any station is minimal. Commonly, the task execution order is constrained by precedences, and task execution times are independent of the station performing the task. Here, we consider a recent variation, called the “(Calzedonia) Workload Allocation Problem” (WAP), where the precedences form a chain, and the execution time of a task depends on the worker executing it. This problem was recently proposed by Battarra et al. (2020) and it is a special case of the Assembly Line Worker Assignment and Balancing Problem Miralles et al. (2007) where precedence relations are arbitrary. In this paper we consider the computational complexity of the problem and prove its NP-hardness. To solve the problem, we provide different lower bounds and exact and heuristic procedures. The performance of the proposed methods is tested on previously proposed instances and on new, larger instances with the same characteristics. The results show that the proposed methods can solve instances with up to about 4000 tasks and 29 workers, doubling the size of the instances that previously could be solved to optimality.",1
JOUR,A Problem Specific Heuristic for Smoothing the Workload in Simple Assembly Lines,"['Hazır, Öncü', 'Agi, Maher', 'Guérin, Jérémy']",IFAC-PapersOnLine,52,2562,2565,2019,2019/01/01/,"9th IFAC Conference on Manufacturing Modelling, Management and Control MIM 2019",2405-8963,https://doi.org/10.1016/j.ifacol.2019.11.592,['https://www.sciencedirect.com/science/article/pii/S2405896319315794'],"['Assembly line balancing', 'Combinatorial optimization', 'Heuristics', 'Priority rules']","Workload smoothing techniques have been used to establish a balance among stations in assembly lines by assigning the tasks evenly to stations. Smoothing facilitates planning the workforce and optimizing the resource allocation problems. Considering these advantages, we address smoothing simple assembly line in this research and develop a problem specific heuristic algorithm to solve the large instances effectively. We test the effectiveness of the algorithm with experimental study.",13
JOUR,An effective discrete artificial bee colony algorithm with idle time reduction techniques for two-sided assembly line balancing problem of type-II,"['Tang, Qiuhua', 'Li, Zixiang', 'Zhang, Liping']",Computers & Industrial Engineering,97,146,156,2016,2016/07/01/,,0360-8352,https://doi.org/10.1016/j.cie.2016.05.004,['https://www.sciencedirect.com/science/article/pii/S0360835216301449'],"['Assembly line balancing', 'Two-sided assembly line', 'Artificial bee algorithm', 'Idle time reduction']","Two-sided assembly line is broadly utilized to manufacture high-volume large-size products. Reconfiguration of this line is a major practice in industry, which is known as two-sided assembly line balancing problem of type-II. To solve this NP-hard problem, this paper proposes an improved discrete artificial bee colony (DABC) algorithm via blending idle time reduction techniques. The cycle time compression mechanism speeds up the search process by reducing total idle times to a larger extent on earlier iterations. Task assignment rule is specifically designed to eliminate sequence-dependent idle times. The overload and underload are taken into account as a secondary objective to reduce the remaining idle times. To achieve a fine balance between the diversification and intensification, the employed bees in the DABC algorithm generate new food sources by combining the features of two solutions, and the onlookers expand the search space with the variable neighborhood search. Nine recent meta-heuristics including a simulated annealing algorithm and an ant colony optimization algorithm are also extended for the TALBP-II to test the performance of the proposed DABC algorithm. Experimental results demonstrate that the proposed method outperforms the nine compared algorithms and find 22 brand-new results for large-size problems.",
JOUR,Using virtual reality-based neurocognitive testing and eye tracking to study naturalistic cognitive-motor performance,"['Wilf, Meytal', 'Korakin, Alona', 'Bahat, Yotam', 'Koren, Or', 'Galor, Noam', 'Dagan, Or', 'Wright, W. Geoffrey', 'Friedman, Jason', 'Plotnik, Meir']",Neuropsychologia,194,108744,,2024,2024/02/15/,,0028-3932,https://doi.org/10.1016/j.neuropsychologia.2023.108744,['https://www.sciencedirect.com/science/article/pii/S0028393223002786'],"['Color trails test', 'Virtual reality', 'Pupil', 'Hand kinematics', 'Aging', 'Fall risk']","Natural human behavior arises from continuous interactions between the cognitive and motor domains. However, assessments of cognitive abilities are typically conducted using pen and paper tests, i.e., in isolation from “real life” cognitive-motor behavior and in artificial contexts. In the current study, we aimed to assess cognitive-motor task performance in a more naturalistic setting while recording multiple motor and eye tracking signals. Specifically, we aimed to (i) delineate the contribution of cognitive and motor components to overall task performance and (ii) probe for a link between cognitive-motor performance and pupil size. To that end, we used a virtual reality (VR) adaptation of a well-established neurocognitive test for executive functions, the ‘Color Trails Test’ (CTT). The VR-CTT involves performing 3D reaching movements to follow a trail of numbered targets. To tease apart the cognitive and motor components of task performance, we included two additional conditions: a condition where participants only used their eyes to perform the CTT task (using an eye tracking device), incurring reduced motor demands, and a condition where participants manually tracked visually-cued targets without numbers on them, incurring reduced cognitive demands. Our results from a group of 30 older adults (>65) showed that reducing cognitive demands shortened completion times more extensively than reducing motor demands. Conditions with higher cognitive demands had longer target search time, as well as decreased movement execution velocity and head-hand coordination. We found larger pupil sizes in the more cognitively demanding conditions, and an inverse correlation between pupil size and completion times across individuals in all task conditions. Lastly, we found a possible link between VR-CTT performance measures and clinical signatures of participants (fallers versus non-fallers). In summary, performance and pupil parameters were mainly dependent on task cognitive load, while maintaining systematic interindividual differences. We suggest that this paradigm opens the possibility for more detailed profiling of individual cognitive-motor performance capabilities in older adults and other at-risk populations.",
JOUR,A robust operators’ cognitive workload recognition method based on denoising masked autoencoder,"['Yu, Xiaoqing', 'Chen, Chun-Hsien']",Knowledge-Based Systems,301,112370,,2024,2024/10/09/,,0950-7051,https://doi.org/10.1016/j.knosys.2024.112370,['https://www.sciencedirect.com/science/article/pii/S0950705124010049'],"['Cognitive workload', 'EEG', 'Masked autoencoder', 'Robustness', 'Self-supervised learning']","Identifying the cognitive workload of operators is crucial in complex human-automation collaboration systems. An excessive workload can lead to fatigue or accidents, while an insufficient workload may diminish situational awareness and efficiency. However, existing supervised learning-based methods for workload recognition are ineffective when dealing with imperfect input data, such as missing or noisy data, which is not practical in real applications. This study introduces a robust Electroencephalogram (EEG)-enabled cognitive workload recognition model using self-supervised learning. The proposed method, DMAEEG, combines the training strategies of denoising autoencoders and masked autoencoders, demonstrating strong robustness against noisy and incomplete data. More specifically, we adopt the temporal convolutional network and multi-head self-attention mechanisms as the backbone, effectively capturing both the temporal and spatial features from EEG. Extensive experiments are conducted to verify the effectiveness and robustness of the proposed method on an open dataset and a self-collected dataset. The results indicate that DMAEEG performs superior to other state-of-the-art across various evaluation metrics. Moreover, DMAEEG maintains high accuracy in workload inference even when EEG signals are corrupted with a high masking ratio or strong noises. This signifies its superiority in capturing robust intrinsic patterns from imperfect EEG data. The proposed method significantly contributes to decoding EEG signals for workload recognition in real-world applications, thereby enhancing the safety and reliability of human-automation interactions.",
JOUR,An Analytical Framework for Handling Production Time Variety at Workstations of Mixed-model Assembly Lines,"['Keckl, Stefan', 'Kern, Wolfgang', 'Abou-Haydar, Antoin', 'Westkämper, Engelbert']",Procedia CIRP,41,201,206,2016,2016/01/01/,Research and Innovation in Manufacturing: Key Enabling Technologies for the Factories of the Future - Proceedings of the 48th CIRP Conference on Manufacturing Systems,2212-8271,https://doi.org/10.1016/j.procir.2015.12.080,['https://www.sciencedirect.com/science/article/pii/S2212827115011592'],"['Assembly', 'Poduction', 'Productivity', 'Stability']","In recent years market demands have shifted towards customized products. As a result many manufacturing companies face an increasing variety of their product range. As it is not profitable to install new assembly lines for each product, assembly lines have to be able to handle different products in batch size one. In literature these lines are called mixed-model lines. They follow the logical principal of flow production but are capable of producing different products while needing minimal modification of assembly processes at the workstations. While mixed-model lines help manufacturing companies handling product differences profitably, they result in a number of challenges for the production process. One major challenge is related to the varying assembly times at a single workstation due to different products. Actions have to be taken to cope with assembly time that is over cycle time, in order to avoid stops in a flow production. For economical reasons manufacturing companies have to be able to work at a high workload utilization on average. Therefore it is necessary to have a detailed look at the workstations’ situation regarding production time variety. To address this, an analytical framework for assembly lines, based on a mixed-model line principle, is given to identify workstations that face high complexity regarding production time variety. This analytical framework contains several aspects focusing on production time variety as drifting probability, utilization and statistical dispersion. By using this framework, companies can apply their actions and line balancing more precisely to the situation at a workstation. Thus, manufacturing companies are able to handle complexity effectively and to reach a high workload utilization in their mixed-model assembly line.",
JOUR,Smart control of the assembly process with a fuzzy control system in the context of Industry 4.0,"['Huo, Jiage', 'Chan, Felix T.S.', 'Lee, Carman K.M.', 'Strandhagen, Jan Ola', 'Niu, Ben']",Advanced Engineering Informatics,43,101031,,2020,2020/01/01/,,1474-0346,https://doi.org/10.1016/j.aei.2019.101031,['https://www.sciencedirect.com/science/article/pii/S1474034619306044'],"['Assembly line balancing', 'Re-balancing', 'Industry 4.0', 'Fuzzy control system']","Assembly line balancing is important for the efficiency of the assembly process, however, a wide range of disruptions can break the current workload balance. Some researchers explored the task assignment plan for the assembly line balancing problem with the assumption that the assembly process is smooth with no disruption. Other researchers considered the impacts of disruptions, but they only explored the task re-assignment solutions for the assembly line re-balancing problem with the assumption that the re-balancing decision has been made already. There is limited literature exploring on-line adjustment solutions (layout adjustment and production rate adjustment) for an assembly line in a dynamic environment. This is because real-time monitoring of an assembly process was impossible in the past, and it is difficult to incorporate uncertainty factors into the balancing process because of the randomness and non-linearity of these factors. However, Industry 4.0 breaks the information barriers between different parts of an assembly line, since smart, connected products, which are enabled by advanced information and communication technology, can intelligently interact and communicate with each other and collect, process and produce information. Smart control of an assembly line becomes possible with the large amounts of real-time production data in the era of Industry 4.0, but there is little literature considering this new context. In this study, a fuzzy control system is developed to analyze the real-time information of an assembly line, with two types of fuzzy controllers in the fuzzy system. Type 1 fuzzy controller is used to determine whether the assembly line should be re-balanced to satisfy the demand, and type 2 fuzzy controller is used to adjust the production rate of each workstation in time to eliminate blockage and starvation, and increase the utilization of machines. Compared with three assembly lines without the proposed fuzzy control system, the assembly line with the fuzzy control system performs better, in terms of blockage ratio, starvation ratio and buffer level. Additionally, with the improvement of information transparency, the performance of an assembly line will be better. The research findings shed light on the smart control of the assembly process, and provide insights into the impacts of Industry 4.0 on assembly line balancing.",
JOUR,Handling product configuration changes during assembly,"['Öfele, Marcel', 'Larem, Johannes Andreas', 'Braunreuther, Stefan']",Procedia CIRP,120,499,504,2023,2023/01/01/,56th CIRP International Conference on Manufacturing Systems 2023,2212-8271,https://doi.org/10.1016/j.procir.2023.09.026,['https://www.sciencedirect.com/science/article/pii/S2212827123007588'],"['Product Configuration Change', 'Assembly Planning', 'Production Planning', 'Assemble-to-Order']","Configuration changes of customizable products during assembly are disruptive for the assembly line and are therefore often avoided. Nevertheless, allowing changes to customer-specific product configurations until late steps into the final assembly can be a competitive advantage as long as the negative effects on the assembly line can be mitigated. This paper proposes a method to efficiently handle such configuration changes while keeping the disruption of the assembly line as minimal as possible. The method assesses the criticality of change requests based on their severity and the assembly progress of the product. Based on this categorization an optimal time slot during the assembly process is identified to perform any additional work associated with a change request. These additional work contents can occur from necessary disassembly and different or additional assembly processes. The validation of the method for a final assembly line of large and complex products showed that it can reduce the additional workload by 26 % and the prolongation of the throughput time by 78 % on average.",
JOUR,Minimising workers’ workload in partially automated assembly lines with human-robot collaboration,"['Dimény, Imre', 'Koltai, Tamás']",IFAC-PapersOnLine,55,1734,1739,2022,2022/01/01/,"10th IFAC Conference on Manufacturing Modelling, Management and Control MIM 2022",2405-8963,https://doi.org/10.1016/j.ifacol.2022.09.648,['https://www.sciencedirect.com/science/article/pii/S2405896322019656'],"['assembly line balancing', 'operations management', 'human-robot collaboration', 'automation', 'mathematical programming']","The benefits of automation in human-operated assembly lines are well known. Despite the rapid progress made in the field, complete automation is not always possible. Often robots cannot replace workers’ flexibility, and sometimes there is no economically viable option for automation. A combined production system with both manual and automated parts could be the best configuration in such circumstances. Even with partial automation the number of workers in the line could be decreased, and workers’ safety and health conditions could be dramatically improved. In this paper, MILP models are suggested to compare the total workload of workers when different numbers of robots are applied in an assembly line with partial automation and the minimum possible number of workers. The proposed MILP model is implemented in the AIMMS modelling environment and solved using CPLEX. The presented models can help evaluate the impact of adding robots to the line on total workers’ workload and may assist decision makers in finding the best possible line configuration.",10
