Title,Abstract,Keywords,Source,Year,Document_Type,Authors,DOI
Methodology to integrate ergonomics information in contextualized digital work instructions,"Musculoskeletal disorders (MSDs), often caused by working in non-ergonomic circumstances, are the most important category of work-related diseases. Different methods exist for examining ergonomics through a variety of postural evaluation techniques (e.g. Rapid Entire Body Assessment (REBA)), which are mostly performed through manual survey-based observations. Consequently, measuring ergonomics of operators is time-consuming and happens only sporadically, often after problems occur. Furthermore, as an ergonomist must assign a score to the performed activity, the ergonomics evaluation is subjective. These problems can be resolved by continuous and automated ergonomic load monitoring methods that directly provide feedback to operators. In order to monitor the operator without interfering the task at hand, a vision-based ergonomics monitoring system is developed. Here, ergonomic features (e.g. joint angles) are estimated based on multiple video streams, which are used to calculate an objective ergonomic score using a standard ergonomics evaluation technique. Although cognitive operator support systems (i.e. digital work instructions) for manual assembly environments are widely used, they do typically not include ergonomics information. The goal of the methodology presented in this work is to a) formulate or update digital work instructions, b) provide the operator feedback on its ergonomic soundness via work instructions and c) generate ergonomic risk level reports in an automated way based on the outcomes of the vision-based ergonomics evaluator. Making the ergonomic guidelines context-aware ensures that interventions occur at the right time. The methodology is integrated in a framework for context-aware work instructions and is validated via a proof of concept, based on an actual industrial case. Results show that context-awareness enhances user acceptance and ergonomics of the operator.","['Human-centered manufacturing', 'Ergonomics', 'Operator Support Systems', 'Manual Assembly Systems']",Procedia CIRP,2022,Journal,"['Claeys, Arno', 'Hoedt, Steven', 'Domken, Corentin', 'Aghezzaf, El-Houssaine', 'Claeys, Dieter', 'Cottyn, Johannes']",https://doi.org/10.1016/j.procir.2022.02.173
Evolution and future of manufacturing systems,"The evolution of manufacturing systems, influenced by changes along four axes - products, technology, business strategies and production paradigms - is presented. Adoption of human-centric decision making in meshed collaboration with intelligent systems is examined. Implications and preparedness for the shift towards more responsive, intelligent adaptive systems are reviewed. Research and industrial use cases are presented. A vision for the new future Adaptive Cognitive Manufacturing System (ACMS) paradigm and its characteristics, drivers and enablers are articulated highlighting the digital and cognitive transformations. Perspectives and insights are offered for future research, education, and work to realize the evolution of manufacturing systems.","['Manufacturing systems', 'Sustainable development', 'Cognitive adaptability']",CIRP Annals,2021,Journal,"['ElMaraghy, Hoda', 'Monostori, Laszlo', 'Schuh, Guenther', 'ElMaraghy, Waguih']",https://doi.org/10.1016/j.cirp.2021.05.008
One-Fits-All vs. Tailor-Made: User-Centered Workstations for Field Assembly with an Application in Aircraft Parts Manufacturing,"Field assembly of large components for aircraft, ships, trains or big machinery is often done in a rather unstructured environment, with little concern for the individual needs of the involved personnel. Confronted with a shortage of qualified personnel and a generally aging workforce, workstation designers need to put more emphasis on improving ergonomics and allowing for individual adjustments and support for a particular worker. Human factor engineering traditionally uses a “percentile-approach” to work-design, preventing an exact adjustment to the ergonomic needs of particular users. New technological advances provide opportunities for major improvements; novel assistance and information systems allow the accommodation of the needs of an increasingly diverse assembly workforce, while minimizing overall physical and mental stress. Based on a recently developed synopsis of options for individualization of assembly workstations, an example of an application in field assembly is being presented and illustrated by a full-scale demonstrator for the assembly of large scale composite parts for the aerospace industry. The pilot-installation combines a projector-based augmented reality environment for dynamic worker-information with automated operator position tracking and field of vision positioning. Finally, a comprehensive concept, that includes other dimensions of individualization, is presented.","['Individualization', 'field assembly', 'physical', 'cognitive assistance', 'work design']",Procedia Manufacturing,2019,Journal,"['Mayrhofer, Walter', 'Rupprecht, Patrick', 'Schlund, Sebastian']",https://doi.org/10.1016/j.promfg.2020.01.287
A machine learning approach for improved shop-floor operator support using a two-level collaborative filtering and gamification features,The increasing gap in shopfloor operators’ skillset regarding advanced information and communication technologies along with workforce’s diversity require a cognitive system bridging such technical gaps in order to address evolving production demands and satisfy the human need for self-fulfillment and self-actualization at work. This study discusses on a two-level collaborative filtering approach to improve the distribution of information content provided to an operator for completing a manufacturing activity while considering his or her feedback. A prototype implementation is evaluated in a case study related to the operator’s job rotation on a shopfloor that involves multiple workstations and tasks.,"['Artificial Intelligence', 'Operator support', 'Cyber-physical production system', 'Gamification', 'Production']",Procedia CIRP,2020,Journal,"['Nikolakis, Nikolaos', 'Siaterlis, George', 'Alexopoulos, Kosmas']",https://doi.org/10.1016/j.procir.2020.05.160
Physiological and perceptual consequences of trust in collaborative robots: An empirical investigation of human and robot factors,"Measuring trust is an important element of effective human-robot collaborations (HRCs). It has largely relied on subjective responses and thus cannot be readily used for adapting robots in shared operations, particularly in shared-space manufacturing applications. Additionally, whether trust in such HRCs differ under altered operator cognitive states or with sex remains unknown. This study examined the impacts of operator cognitive fatigue, robot reliability, and operator sex on trust symptoms in collaborative robots through both objective measures (i.e., performance, heart rate variability) and subjective measures (i.e., surveys). Male and female participants were recruited to perform a metal surface polishing task in partnership with a collaborative robot (UR10), in which they underwent reliability conditions (reliable, unreliable) and cognitive fatigue conditions (fatigued, not fatigued). As compared to the reliable conditions, unreliable robot manipulations resulted in perceived trust, an increase in both sympathetic and parasympathetic activity, and operator-induced reduction in task efficiency and accuracy but not precision. Cognitive fatigue was shown to correlate with higher fatigue scores and reduced task efficiency, more severely impacting females. The results highlight key interplays between operator states of fatigue, sex, and robot reliability on both subjective and objective responses of trust. These findings provide a strong foundation for future investigations on better understanding the relationship between human factors and trust in HRC as well as aid in developing more diagnostic and deployable measures of trust.","['Cognitive fatigue', 'ECG', 'Sex', 'Human-robot collaboration', 'Reliability', 'Trust']",Applied Ergonomics,2023,Journal,"['Hopko, Sarah K.', 'Mehta, Ranjana K.', 'Pagilla, Prabhakar R.']",https://doi.org/10.1016/j.apergo.2022.103863
A passive robot controller aiding human coaching for kinematic behavior modifications,"Precise programming of robots for industrial tasks is inflexible to variations and time-consuming. Teaching a kinematic behavior by demonstration and encoding it with dynamical systems that are robust with respect to perturbations, is proposed in order to address this issue. Given a kinematic behavior encoded by Dynamic Movement Primitives (DMP), this work proposes a passive control scheme for assisting kinesthetic modifications of the learned behavior in task variations. It employs the utilization of penetrable spherical Virtual Fixtures (VFs) around the DMP’s virtual evolution that follows the teacher’s motion. The controller enables the user to haptically ‘inspect’ the spatial properties of the learned behavior in SE(3) and significantly modify it at any required segment, while facilitating the following of already learned segments. A demonstration within the VFs could signify that the kinematic behavior is taught correctly and could lead to autonomous execution, with the DMP generating the newly learned reference commands. The proposed control scheme is theoretically proved to be passive and experimentally validated with a KUKA LWR4+ robot. Results are compared with the case of using a gravity compensated robot agnostic of the previously learned task. It is shown that the time duration of teaching and the user’s cognitive load are reduced.","['Kinesthetic teaching', 'Virtual fixtures', 'Phri', 'Learning by demonstration']",Robotics and Computer-Integrated Manufacturing,2020,Journal,"['Papageorgiou, D.', 'Kastritsi, T.', 'Doulgeri, Z.']",https://doi.org/10.1016/j.rcim.2019.101824
Complementary learning-team machines to enlighten and exploit human expertise,The benefits of Industry 4.0 are limited by the large computational requirements of ever-larger digital models of complex production systems. A complementary learning paradigm is thus proposed to cultivate knowledge in a team of machines and humans that represents the key to a high-performance manufacturing system. Two types of knowledge are created using light-weighted neural networks and meta-learning: general knowledge of tasks and specific knowledge on collaboration with humans given few interactions. AI-based teaming strategies are designed to enable machines to leverage human expertise in making decisions using local communications that make intricate sensor systems and expensive computation unnecessary.,"['Machine learning', 'Artificial intelligence', 'Cognitive robotics', 'Human robot collaboration']",CIRP Annals,2022,Journal,"['Li, Xingyu', 'Koren, Yoram', 'Epureanu, Bogdan I']",https://doi.org/10.1016/j.cirp.2022.04.019
A neuroergonomics model for evaluating nuclear power plants operators’ performance under heat stress driven by ECG time-frequency spectrums and fNIRS prefrontal cortex network: A CNN-GAT fusion model,"Operators experience complicated physiological and psychological states when exposed to extreme heat stress, which can impair cognitive function and decrease performance significantly, ultimately leading to severe secondary disasters. Therefore, there is an urgent need for a feasible technique to identify their abnormal states to enhance the reliability of human-cybernetics systems. With the advancement of deep learning in physiological modeling, a model for evaluating operators’ performance driven by electrocardiogram (ECG) and functional near-infrared spectroscopy (fNIRS) was proposed, demonstrating high ecological validity. The model fused a convolutional neural network (CNN) backbone and a graph attention network (GAT) backbone to extract discriminative features from ECG time-frequency spectrums and fNIRS prefrontal cortex (PFC) network respectively with deeper neuroscience domain knowledge, and eventually achieved 0.90 AUC. Results supported that handcrafted features extracted by specialized neuroscience methods can alleviate overfitting. Inspired by the small-world nature of the brain network, the fNIRS PFC network was organized as an undirected graph and embedded by GAT. It is proven to perform better in information aggregation and delivery compared to a simple non-linear transformation. The model provides a potential neuroergonomics application to evaluate the human state in vital human-cybernetics systems under industry 5.0 scenarios.","['Graph attention network', 'Electrocardiogram', 'Functional near-infrared spectroscopy', 'Heat stress', 'Neuroergonomics']",Advanced Engineering Informatics,2024,Journal,"['Zhang, Yan', 'Jia, Ming', 'Chen, Tao', 'Li, Meng', 'Wang, Jianyu', 'Hu, Xiangmin', 'Xu, Zhihui']",https://doi.org/10.1016/j.aei.2024.102563
Worker safety in agriculture 4.0: A new approach for mapping operator’s vibration risk through Machine Learning activity recognition,"While being a fundamental driver of competitiveness in agroindustry, technological innovation has also introduced new critical elements related, for example, to the sustainability of the production processes as well as to the safety of workers. In such regard, the advent of the 4th industrial revolution (Agriculture 4.0) based on digitalization, is an unprecedented opportunity of rethinking the role of innovation in a new human-centric perspective. In particular, the establishment of an interconnected work environment and the augmentation of the operator’s physical, sensorial, and cognitive capabilities, are two technologies which can be effectively employed for substantially improving the ergonomics and safety conditions on the workplace. This paper approaches such topic referring to the vibration risk, which is a well-known cause of work-related pathologies, and proposes an original methodology for mapping the risk exposure of the operators to the activities performed. A miniaturized wearable device is employed to collect vibration data, and the signals obtained are segmented in time windows and processed in order to extract the significant features. Finally, a machine learning classifier has been developed to recognize the worker’s activity and to evaluate the related exposure to vibration risks. To validate the methodology proposed, an experimental analysis in real operating conditions has been finally carried out by monitoring the activities performed by a team of workers during harvesting operations. The results obtained demonstrate the feasibility and the effectiveness of the methodology proposed.","['Agriculture 4.0', 'Operator safety', 'Muscoskeletal disorders', 'Vibration risk', 'Machine learning', 'Ergonomics']",Computers and Electronics in Agriculture,2022,Journal,"['Aiello, Giuseppe', 'Catania, Pietro', 'Vallone, Mariangela', 'Venticinque, Mario']",https://doi.org/10.1016/j.compag.2021.106637
A knowledge graph-based data representation approach for IIoT-enabled cognitive manufacturing,"The Industrial Internet of Things (IIoT) interconnects a large number of interconnected sensors, actuators, and edge computing devices in the manufacturing systems, where the massive data collected in the manufacturing process has the characteristics of multi-dimensional, heterogeneous, and time series. An effective data representation manner, which can fuse such complex information and enable cognitive manufacturing decision-making from a global perspective, is necessary and challenging. To solve this issue, this paper proposes a knowledge graph-based data representation approach for IIoT-enabled cognitive manufacturing and applies it in a Cyber-Physical Production System (CPPS) scenario. Based on the digital thread of manufacturing process data, a multi-layer manufacturing knowledge graph is established, including device sensing data, production processing data, and business processing data. With the established knowledge graph, a cognition-driven approach is proposed with a perception-cognition dual system, which achieves perception analysis and cognition decision-making in the resource allocation of the manufacturing process. Finally, responding to the orders of personalized products in a workshop is taken as an illustrative example. The performance of allocating resources of workshop devices under dynamic demand changes shows the advantages of the proposed approach. The proposed manner will lay the foundation for a human-like cognition for processing massive real-time industrial information in CPPS, thus paving a pathway towards the era of cognitive manufacturing.","['Cognitive manufacturing', 'Industrial Internet of Things', 'Knowledge graph', 'Cyber-Physical Production System', 'Data fusion']",Advanced Engineering Informatics,2022,Journal,"['Liu, Mingfei', 'Li, Xinyu', 'Li, Jie', 'Liu, Yahui', 'Zhou, Bin', 'Bao, Jinsong']",https://doi.org/10.1016/j.aei.2021.101515
From Human-Systems Integration to Human-Systems Inclusion for use-centred inclusive manufacturing control systems,"The paper discusses about human-systems inclusion as a new way to take into account human factors on systems engineering. This process applies not only principles from human-supported by automation but also those on automation-supported by human to improve autonomy between humans and machines and autonomy between people. The main concern of human-systems integration is the consideration of a low number of future users in the design process or of the feedback of a majority of users in the evaluation process. Human-system inclusion considers that the system has to take into account and adapt to all users whatever their social, economic, physical or cognitive state, or disability. The concept of “human in the loop” or of “human touch” is usually limited to the definition of the role of humans and machines. It does not consider dynamic variability of users and systems abilities, and anticipate the feasible development of autonomous machines by reducing progressively human engagement in the control and supervisory loop. The paper presents both integration and inclusion concepts for Industry 4.0, and then suggests some challenging perspectives for use-centred inclusive manufacturing control systems in terms of opportunities and threats.","['human-systems integration', 'human-systems inclusion', 'human factors', 'Industry 4.0', 'inclusive design']",IFAC-PapersOnLine,2021,Journal,"['Vanderhaegen, F.', 'Nelson, J.', 'Wolff, M.', 'Mollard, R.']",https://doi.org/10.1016/j.ifacol.2021.08.029
Formal model of human erroneous behavior for safety analysis in collaborative robotics,"Recent developments in manufacturing technologies, also known as Industry 4.0, seek to build Smart Factories where supply chains and production lines are equipped with a higher level of automation. However, this significant innovation does not entirely eliminate the need for the presence of human operators; on the contrary, it requires them to collaborate with robots and execute hybrid tasks. Thus, creating safe workspaces for human operators is crucial for the future of factories where humans and robots collaborate closely in common workspaces. The uncertainty of human behavior and, consequently, of the actual execution of workflows, pose significant challenges to the safety of collaborative applications. This paper extends our earlier work, a formal verification methodology to analyze the safety of collaborative robotics applications (Askarpour et al. 2017) [1], with a rich non-deterministic formal model of operator behaviors that captures the hazardous situations resulting from human errors. The model allows safety engineers to refine their designs until all plausible erroneous behaviors are considered and mitigated. The solidity of the proposed approach is evaluated on a pair of real-life case studies.","['Formal verification', 'Human modeling', 'Safety analysis', 'Human–robot collaboration']",Robotics and Computer-Integrated Manufacturing,2019,Journal,"['Askarpour, Mehrnoosh', 'Mandrioli, Dino', 'Rossi, Matteo', 'Vicentini, Federico']",https://doi.org/10.1016/j.rcim.2019.01.001
A generic hybrid Human/Exoskeleton Digital Model towards Digital Transformation of Exoskeletons-integrated workplaces,"The Exoskeleton represents a promising technology aiming to improve physical and organizational ergonomics in manufacturing reducing the physical fatigue, thus enhancing cognitive ergonomics. The foundations of digital transformation of human-centred workplaces with integrated Exoskeletons have been well researched by the group, coping currently with the challenge of optimizing the ergonomics simulation parameters and embedding the Exoskeleton controller in simulation systems. A methodology of capturing in real-time workers’ physiological status wearing active and passive Exoskeletons, data interpretation and aggregation towards developing a hybrid human/Exoskeleton Digital Model represents the current work of the group. The performed experiments developed model and validation in several use cases for assembly and logistics activities are reported.","['wearable robotics', 'workplace ergonomy', 'exoskeletons', 'digital twinning']",Procedia CIRP,2021,Journal,"['Rusu, Claudiu-Alin', 'Constantinescu, Carmen', 'Marinescu, Sergiu-Cosmin']",https://doi.org/10.1016/j.procir.2021.11.301
Reconfigurable Manufacturing Systems through Intelligent Workpiece Handling and Artificial Intelligence,"In recent years, businesses have strived to align their manufacturing goods with the unique needs and preferences of their customers. However, the mass customization paradigm introduces challenges mostly associated to the manipulation of small product batches and knowledge management. This paper proposes a framework for intelligent reconfigurable manufacturing systems, that leverages robotic automation supported by a collaborative dual-arm manipulator, cognitive mechatronic devices, and machine-learning algorithms. In more detail, pioneer end-effectors and machinery provide the capacity of grasping and handling a variety of products without time-consuming hardware modifications. The backbone of this manipulation scheme is a set of machine learning tools for: a) the planning and synchronization of handling agents, b) identification and localization of workpieces, c) the generation of optimal packaging configurations based on customer orders and identified workpieces, and d) the allocation of the respective handling operations to robots, operators, and machinery. The proposed framework is evaluated through its implementation on a use case deriving from the metal industry. The particularities of this use case, as expressed in product variety, workpiece complexity, customer orders and intralogistics, provide a fertile ground for the validation of the discussed technologies.","['reconfigurable manufacturing systems', 'planning', 'dexterous manipulation', 'machine learning', 'intelligent workpiece hanlding']",Procedia CIRP,2024,Journal,"['Papadopoulos, Giorgos', 'Andronas, Dionisis', 'Kaliakatsos-Georgopoulos, Dimitrios', 'Kampourakis, Emmanouil', 'Kavvathas, Konstantinos', 'Theodoropoulos, Nikolaos', 'Aivaliotis, Panagiotis', 'Michalos, George', 'Makris, Sotiris']",https://doi.org/10.1016/j.procir.2024.07.064
A Cognitive Digital Twins Framework for Human-Robot Collaboration,"This paper proposes a cognitive digital twin framework for smart manufacturing, and especially for human-robot-collaboration cases. The proposed framework comprises three layers (field, edge, and cloud layers) based on the 5G communication network. In the field layer, the physical twin’s data from the physical machine and human operators are transmitted through the edge layer and then to the cloud layer to virtualize the digital twin. The cloud layer generates inference model generation by deep learning training and updates the inference model in the edge layer to make the field’s machine smart. Especially, human operators’ models are built based on the multimodal fusion in the cloud layer for cognitive function. Also, edge-cloud collaborative computing is presented to implement the proposed framework. Finally, the study is validated with a human-robot-collaboration case involving 5G edge computing.","['Digital twin', 'human-robot collaboration', 'human cyber-physical system', '5G communication network', 'edge-cloud collaboration']",Procedia Computer Science,2022,Journal,"['Shi, Yanjun', 'Shen, Weiming', 'Wang, Lihui', 'Longo, Francesco', 'Nicoletti, Letizia', 'Padovano, Antonio']",https://doi.org/10.1016/j.procs.2022.01.387
Evaluation Framework for Virtual Training within Mixed-Mo del Manual Assembly,"The low volume-high variety strategy of the companies increases the need for well-trained operators. The operators have a much larger cognitive load than before and their expertise must be kept up to date at any time. To solve this problem, efficient training programs must be maintained. A physical replica of the real setting to perform an assembly training is often a too large investment. Therefore, a virtual replica is introduced in many cases. This paper gives an overview of reported experiments on virtual training for manual assembly. All experiments are classified based on some key elements: the evaluation method, the interaction interface and product complexity. An evaluation framework is proposed to compare different virtual training systems. This benchmark will be used in future research to determine the industrial usability of virtual training approaches for manual assembly in mixed-model environments.","['Virtual Training', 'Mixed-model Assembly', 'Operator', 'Virtual Reality', 'Benchmark']",IFAC-PapersOnLine,2016,Journal,"['Hoedt, S.', 'Claeys, A.', 'Landeghem, H. Van', 'Cottyn, J.']",https://doi.org/10.1016/j.ifacol.2016.07.614
Towards Self-X cognitive manufacturing network: An industrial knowledge graph-based multi-agent reinforcement learning approach,"Empowered by the advanced cognitive computing, industrial Internet-of-Things, and data analytics techniques, today’s smart manufacturing systems are ever-increasingly equipped with cognitive capabilities, towards an emerging Self-X cognitive manufacturing network with higher level of automation. Nevertheless, to our best knowledge, the readiness of ‘Self-X’ levels (e.g., self-configuration, self-optimization, and self-adjust/adaptive/healing) is still in the infant stage. To pave its way, this work stepwise introduces an industrial knowledge graph (IKG)-based multi-agent reinforcement learning (MARL) method for achieving the Self-X cognitive manufacturing network. Firstly, an IKG should be formulated based on the extracted empirical knowledge and recognized patterns in the manufacturing process, by exploiting the massive human-generated and machine-sensed multimodal data. Then, a proposed graph neural network-based embedding algorithm can be performed based on a comprehensive understanding of the established IKG, to achieve semantic-based self-configurable solution searching and task decomposition. Moreover, a MARL-enabled decentralized system is presented to self-optimize the manufacturing process, and to further complement the IKG towards Self-X cognitive manufacturing network. An illustrative example of multi-robot reaching task is conducted lastly to validate the feasibility of the proposed approach. As an explorative study, limitations and future perspectives are also highlighted to attract more open discussions and in-depth research for ever smarter manufacturing.","['Industrial knowledge graph', 'Graph embedding', 'Cognitive manufacturing', 'Graph neural network', 'Reinforcement learning']",Journal of Manufacturing Systems,2021,Journal,"['Zheng, Pai', 'Xia, Liqiao', 'Li, Chengxi', 'Li, Xinyu', 'Liu, Bufan']",https://doi.org/10.1016/j.jmsy.2021.08.002
Cognitive engine for augmented human decision-making in manufacturing process control,"A pre-planned production workflow may need to adapt to instantaneous states of resources, materials, and workpieces. This adaptation poses an additional challenge when multiple custom workpieces are enmeshed in complex processes. This paper presents a novel framework, Cognitive Engine Process Controller (CEPC), which realizes a human-centric manufacturing system by augmenting the human in workflow selection and providing the flexibility in using alternative methods in the workflow. The CEPC streamlines overwhelming information for the human to select the next manufacturing steps via dynamic web ontology language (OWL) ontologies, a conflict checker, and a learner. The CEPC can monitor the completion of each step, determine the effect of a failed step, and suggest a set of suitable steps. Simulation results showed the potential of the CEPC via demonstrations. The CEPC has also been compared with an existing cognitive engine framework for workflow planning.","['Cognitive engine', 'Dynamic ontology', 'Augmented decision-making', 'Process control', 'Smart manufacturing', 'Cyber-physical system']",Journal of Manufacturing Systems,2022,Journal,"['Wong, Pooi-Mun', 'Chui, Chee-Kong']",https://doi.org/10.1016/j.jmsy.2022.09.007
Guidelines for the integration of cognitive ergonomics in the design of human-centered and collaborative robotics applications,"In the context of Industry 4.0, cognitive ergonomics is crucial for improving the working conditions and the psychosocial well-being of operators interacting with even more advanced and smart machines, as well as for the enhancement of production performances. Nevertheless, this topic is often neglected or ignored when implementing human-robot interaction in industrial settings. Starting from the results obtained from previous studies, this work proposes a structured process to develop and preliminarily validate a set of guidelines to support non-experts in human factors at the early stages of the design of human-centered and collaborative applications. A systematic analysis of the scientific literature has been performed by an interdisciplinary team of researchers to identify relevant results on the topic. Successively, the guidelines have been developed starting from such an analysis by considering the target group and the final aim of the work. This phase involved the analysis, classification, summary, and abstraction of relevant statements and results from the selected articles, as well as the update of the previous set of guidelines. The guidelines have been preliminarily validated by an external team of researchers currently doing research in the field. Qualitative feedback on understandability and relevance has been collected to improve the guidelines before further investigations.","['human-robot interaction', 'collaborative robotics', 'cognitive ergonomics', 'Industry 4.0', 'human-centered design']",Procedia CIRP,2023,Journal,"['Gualtieri, Luca', 'Fraboni, Federico', 'Brendel, Hannah', 'Dallasega, Patrick', 'Rauch, Erwin', 'Pietrantoni, Luca']",https://doi.org/10.1016/j.procir.2023.09.005
Key human factors and their effects on human centered assembly performance,"Today in the increasingly competitive market, consumers prefer to have a great variety of products to choose from; this preference is often coupled with demands for a relatively smaller lot size, shorter lead time, higher quality and lower cost. Consequently, manufacturing companies are being forced to consistently increase flexibility and responsiveness of their production systems in order to accommodate changes of the fluctuating market. Among various forms of production systems, human-centred manufacturing systems can offer such a capability in dealing with product variations and production volumes as human workers can always adapt themselves to perform multiple tasks after a learning process. However, human performance can also be unpredictable and it may alter due to varying psychological and physiological states, which are often overlooked by researchers when designing, implementing or evaluating a manufacturing system. This paper presents a study aiming to address these issues by exploring human factors and their interactions that may affect human performance on human-centred assembly systems. The study was carried out based on a literature review and an industrial survey. Critical system performance indicators, which are affected by human factors, were evaluated and the most significant human factors were identified using the fuzzy extent analysis method. The research findings show that experience is the most significant human factor that affects individual human performance, compared to age and general cognitive abilities in human-centred assembly. By contrast, both human reaction time and job satisfaction have the least effect on human performance. The significance of ageing on human performance was also studied and it was concluded that average assembly time of human workers rises by average 1% per year after the age of 38 years old.","['Manufacturing systems', 'Human factors', 'Assembly', 'Fuzzy extent analysis', 'Ageing']",International Journal of Industrial Ergonomics,2019,Journal,"['Abubakar, Maji I.', 'Wang, Qian']",https://doi.org/10.1016/j.ergon.2018.09.009
Exploring the repair process of a 3D printer using augmented reality-based guidance,"In recent years, additive manufacturing (AM) techniques have transcended their typical rapid prototyping role and become viable methods to directly manufacture end products in a highly versatile manner. Due to its low cost and relative ease of use, fused deposition modeling (FDM) has become the most universally applied AM technology. Nonetheless, skilled operators are often still required to perform maintenance, diagnostic, and repair tasks. Such operators need to be adequately trained. Here, Augmented reality (AR) technology could be used to automate this training and help to promptly provide new operators with the necessary skills to perform specific tasks as required. However, the most effective approach to designing such AR-based assistance systems has not yet been fully explored. Consequently, we address this need by reporting on how to design such guiding systems using well-known design engineering methodologies. We then further assess the applicability of our approach through a user study with domain experts. In addition, we complete our assessment with heuristical verification of system expressiveness to reason about the influence of cognitively important components of the AR interface on the operators.","['Augmented reality, AR', 'AR-guided repair', 'Immersive interface', '3D printing', '3D printer repair', 'Right to repair']",Computers & Graphics,2023,Journal,"['Tadeja, Sławomir K.', 'Solari Bozzi, Luca O.', 'Samson, Kerr D.G.', 'Pattinson, Sebastian W.', 'Bohné, Thomas']",https://doi.org/10.1016/j.cag.2023.10.017
Combining safety and speed in collaborative assembly systems – An approach to time optimal trajectories for collaborative robots,"Human-robot interaction is a key enabling technology of Industry 4.0 and the prospected pervasiveness of robotics in industrial environments will be not possible without enabling them to safety interact with humans. Such a fact imposes a relevant constraints because the limits imposed by the actual technical deliverables entail strong requirements in the operational velocity of robots when sharing their workspace with humans. In this paper, we address the theoretical limits of velocity under the light of current state-of-the-art trajectory planning and normative requirements. The main goal is to find a methodology to plan safe trajectories without neglecting cognitive ergonomics and production efficiency aspects. We start by considering the set of trajectories which are optimal with respect to a cognitive criteria and give a suitable parametrization to it. Then we are able to formulate the safety requirements in terms of constraints in an optimization problem. Finally, experimental results are provided. This allow the identification of the preferable sets of possible motions which satisfy the operator psychological wellbeing and the assembly process performance by complying the safety requirements in terms of mechanical risk prevention.","['Industry 4.0', 'Collaborative robotics', 'Trajectory planning', 'Assembly', 'Safety', 'Ergonomics']",Procedia CIRP,2021,Journal,"['Rojas, Rafael A.', 'Garcia, Manuel A. Ruiz', 'Gualtieri, Luca', 'Rauch, Erwin']",https://doi.org/10.1016/j.procir.2020.08.003
Manufacturing-Uber: Intelligent Operator Assignment in a Connected Factory,"This paper introduces the Manufacturing-Uber concept for dynamic assignment of operators in the Connected Factory. In traditional non-IoT machining environments it is common to assign an operator to a (small) number of machines, clustered in close proximity within a cell. In contrast to “fixed” assignment within a cell, the Manufacturing-Uber approach leverages the connectivity of the IoT environment to allow on-demand “floating” operator assignment across cells. An intelligent assignment engine determines and assigns the operator to achieve best system performance. Results show that Manufacturing-Uber outperforms fixed assignment with respect to reduction in required operators, increased machine up-time and more parts completed.","['Connected Factory', 'Intelligent Manufacturing Systems', 'Cognitive Systems', 'Operator Assignment', 'Industry 4.0']",IFAC-PapersOnLine,2019,Journal,"['Greis, Noel P.', 'Nogueira, Monica L.', 'Schmitz, Tony', 'Dillon, Michael']",https://doi.org/10.1016/j.ifacol.2019.11.621
Interactive Learning of Assembly Processes using Digital Assistance,"Due to an increasing demand for individualized products and the resulting high variability in manufacturing processes, flexibility and cognitive skills of human workers are highly important for manual assembly processes. Nowadays, novice workers are often trained by colleagues or foremen in addition to and alongside their main work. Since time is usually scarce and the procedure can be highly variable, one solution for the companies can be the introduction of digital assistance systems. Hence, the focus of this contribution is the initial learning procedure of the assembly of a new and complex product. Therefore, a user study was conducted in close cooperation with an industrial partner to compare the traditional way of training to the self-paced learning with a digital assistance system. During the execution of the user study, objective data was recorded to allow precise measurements of the individual learning progress. Furthermore, the subjective learning experience was assessed using a customized questionnaire and a standardized task load metric. The evaluation of the study results suggests that learning autonomously with a digital assistance system leads to similar performance curves as learning the process through a personal explanation.","['Digital Assistance System', 'Industrie 4.0', 'Work 4.0', 'User Study', 'Performance Support', 'Five Moments of Need']",Procedia Manufacturing,2019,Journal,"['Oestreich, Hendrik', 'Töniges, Torben', 'Wojtynek, Michael', 'Wrede, Sebastian']",https://doi.org/10.1016/j.promfg.2019.03.003
Introducing Customized ICT for Operators in Manufacturing,Higher complexity and increased global competition emphasises the need of flexibility for organisations in manufacturing. To achieve this puts challenges on todays manufacturing systems and the human operators doing the tasks. The use of Information and Communication Technology (ICT) as cognitive automation and to increase information sharing among the operators has been discussed as important tools to meet those challenges. A highly customized mobile application was developed at a large Swedish manufacturing company. This application has been introduced on smartphone devices to the operators in a manufacturing process. This paper presents empirical findings from the first year of this test. The study provides an example where information and communication technology have enabled manufacturing operators to perform new work tasks through increased trust and knowledge.,"['Manufacturing', 'Flexibility', 'ICT', 'Cognitive automation', 'Information sharing']",Procedia CIRP,2016,Journal,"['Åkerman, Magnus', 'Fast-Berglund, Åsa', 'Karlsson, Malin', 'Stahre, Johan']",https://doi.org/10.1016/j.procir.2015.12.074
