,Keyword,Count
4876,risk governance,1
4877,organization sustainability,1
4878,virtual simulation practical teaching system,1
4879,improving classroom teaching,1
4880,human–computer interface,1
4881,digital resource system,1
4882,measurement tool,1
4883,empathic design,1
4884,uncertainty tolerance,1
4885,service performance,1
4886,hindrance appraisal,1
4887,challenge appraisal,1
4888,psychosocial work environment,1
4889,human-centered approach,1
4890,human–robot collaborative assembly,1
4891,data-efficient,1
4892,green manufacturing,1
4893,ethnic minority,1
4894,coping behaviors,1
4895,safety risk perception,1
4896,safety communication,1
4897,psychological ownership of safety promotion,1
4898,management commitment to safety,1
4899,employee-organization exchange,1
4900,cognitive sciences,1
4901,head-mounted display augmented reality,1
4902,construction hazard identification,1
4903,cognitive load (cl),1
4904,cognitive behavior and performance,1
4905,top-level ontology,1
4906,industrial ontology foundry (iof),1
4907,connected digital twins,1
4908,common core ontology (cco),1
4909,basic formal ontology (bfo),1
4910,vision-based operation segmentation,1
4911,human-factor load,1
4912,human–robot collaborative,1
4913,cognitive differences,1
4914,multi-robot performance,1
4915,cross-domain few-shot learning,1
4916,local labor market,1
4917,displacement effect,1
4918,human-robot systems,1
4919,mental health care,1
4920,implementation,1
4921,cognitive bias modification,1
4922,employee well-being,1
4923,intelligent fisheries,1
4924,product shape design,1
4925,fish disease detection,1
4926,fish biomass estimation,1
4927,cognitive aquaculture,1
4928,aquaculture,1
4929,tensor decomposition,1
4930,linear binarization pattern,1
4931,fabric pattern recognition,1
4932,two-wheel electric vehicle,1
4933,intellectual disability,1
4934,management staff,1
4935,ar-hrc,1
4936,quality of health care,1
4937,organizational culture,1
4938,hypergrowth,1
4939,growing pains,1
4940,occupational safety and wellbeing,1
4941,mental stress analysis,1
4942,human–robot collaboration (hrc),1
4943,vital signs,1
4944,robotics for healthcare,1
4945,behavior change techniques,1
4946,hard metal industry,1
4947,explainability ai,1
4948,digital platform,1
4949,defect localization,1
4950,defect detection,1
4951,od intervention strategies,1
4952,management education,1
4953,labor and workforce dynamics,1
4954,innovation management,1
4955,stakeholder participation,1
4956,scale-ups,1
4957,team composition,1
4958,fault diagnosis,1
4959,text clustering,1
4960,sustainability transformation,1
4961,industrial adoption,1
4962,glaserian grounded theory,1
4963,vnc,1
4964,autonomous welding,1
4965,hedonic price,1
4966,free disposal hull (fdh) technology,1
4967,convexity and nonconvexity,1
4968,robot performance evaluation,1
4969,employee creativity,1
4970,multi-source information fusion,1
4971,occupational exposure,1
4972,cumulative dose,1
4973,trickle-down effect,1
4974,strengths use support,1
4975,strengths use,1
4976,job engagement,1
4977,empowering leadership,1
4978,social support,1
4979,practice guidelines as topic,1
4980,kt,1
4981,health promotion,1
4982,non-dominated sorting genetic algorithm ii,1
4983,multi-objective simulated annealing,1
4984,assembly line balancing,1
4985,travel and hospitality industry and scale development,1
4986,muslim,1
4987,destination image,1
4988,task interruption,1
4989,individual resilience,1
4990,mental load classification,1
4991,ensemble modeling,1
4992,cognitive demand,1
4993,random forest,1
4994,gaze entropy,1
4995,eot crane operations,1
4996,task learning,1
4997,collaborative cobots,1
4998,transfer learning,1
4999,strategy transfer update,1
5000,power battery,1
5001,physical factors,1
5002,psychological factors,1
5003,capture the flag,1
5004,work stress,1
5005,health policy,1
5006,critical pathways,1
5007,caregivers,1
5008,time criticality,1
5009,take over,1
5010,spatial registration,1
5011,overviews,1
5012,emergency fire pump,1
5013,evolutionary mismatch,1
5014,cybersecurity education,1
5015,evolutionary industrial & organizational psychology,1
5016,evolution of work,1
5017,digital work,1
5018,social sustainable development,1
5019,public service,1
5020,government public service design tb4d model,1
5021,government public service design,1
5022,gender difference,1
5023,pupil detection,1
5024,mixed robot-human,1
5025,intelligent space,1
5026,multi-criteria evaluation,1
5027,experimental study,1
5028,lean tools,1
5029,lean thinking,1
5030,hand pose estimation,1
5031,hand gesture dataset,1
5032,cognitive interoperability,1
5033,cognitive cyber–physical systems,1
5034,recycled water acceptance,1
5035,mixed-method,1
5036,extended unified theory of acceptance and use of technology (utaut2),1
5037,artificial neural network (ann),1
5038,digital literacy,1
5039,cloud technology,1
5040,australia,1
5041,temporal perception,1
5042,progress indicator,1
5043,duration reproduction,1
5044,interval-valued probability,1
5045,surface electrical stimulation,1
5046,human-robot,1
5047,corporate governance,1
5048,organizations knowledge area,1
5049,dcv,1
5050,ml,1
5051,hand–arm vibration,1
5052,concurrent exposure,1
5053,auditory attention,1
5054,physiological response,1
5055,cloud data,1
5056,two-workstation system,1
5057,throughput time,1
5058,stochastic learning,1
5059,heterogeneous learning rates,1
5060,buffer,1
5061,safety detection,1
5062,personalised assembly,1
5063,stereotype,1
5064,self-learning,1
5065,job anxiety,1
5066,conversational artificial intelligence,1
5067,medical robotics,1
5068,toe,1
5069,haptic feedback,1
5070,distally-referred sensation,1
5071,industry ready,1
5072,industry collaboration,1
5073,early detection,1
5074,diagnostic methods,1
5075,deep neural networks,1
5076,large language models,1
5077,human asset administration shell,1
5078,gsr,1
5079,real-time control,1
5080,construction robot,1
5081,reciprocal learning,1
5082,jewelry design,1
5083,image stimulation,1
5084,design fixation,1
5085,cultural translation,1
5086,blind zone,1
5087,skill proficiency,1
5088,project cost,1
5089,multi-objective evolution,1
5090,management personnel training,1
5091,high-rise building,1
5092,neurodegenerative disorder,1
5093,personalized treatment,1
5094,predictive models,1
5095,small- and medium-sized enterprises (smes),1
5096,higher cognitive learning,1
5097,complex engineering problems,1
5098,automotive embedded systems,1
5099,social safety,1
5100,wearable assistive device,1
5101,device evaluation,1
5102,top management team (tmt) cognitive conflict,1
5103,team governance mechanism,1
5104,organizational unlearning,1
5105,support vector machines,1
5106,digital transformation competency (dtc),1
5107,validity,1
5108,facial mimicry,1
5109,face representations,1
5110,emotional contagion,1
5111,embodied emotion,1
5112,art perception,1
5113,art agency,1
5114,teaming ai,1
5115,organizations knowledge area trends,1
5116,multi-robots,1
5117,noise tolerance,1
5118,neuromorphic engineering,1
5119,memory storage and retrieval,1
5120,leaky integrate-and-fire (lif) neuron model,1
5121,hebbian rules,1
5122,pls-sem,1
5123,ergonomic domains,1
5124,call centers,1
5125,business process outsourcing,1
5126,physical comfort,1
5127,virtual prototyping,1
5128,technical drawing,1
5129,scenic design,1
5130,mobile augmented reality,1
5131,design science,1
5132,drone control,1
5133,heart rate variability (hrv),1
5134,electroencephalography (eeg) in manufacturing,1
5135,production processes,1
5136,banking,1
5137,neuromorphic systems,1
5138,spike-timing-dependent plasticity (stdp),1
5139,organizations perspective,1
5140,tensor-organized memory (tom),1
5141,cyberphysical human-centered systems,1
5142,social cognitive career theory,1
5143,mentoring,1
5144,interpersonal skills,1
5145,career choice,1
5146,guidance,1
5147,smart additive manufacturing,1
5148,hyper customisation,1
5149,cyber–physical cognitive systems,1
5150,motion controller,1
5151,modular design,1
5152,human awareness,1
5153,contextual collaboration,1
5154,cognitive robot,1
5155,medical diagnosing,1
5156,computer-aided systems,1
5157,cognitive map,1
5158,cardiovascular diseases,1
5159,healthcare 4.0,1
5160,driverless cars,1
5161,decision-making bias,1
5162,bias mitigation,1
5163,algorithmic bias,1
5164,adaptive design,1
5165,non-invasive bci,1
5166,it architecture,1
5167,construction teleoperation,1
5168,quantitative electroencephalography,1
5169,industrial workers,1
5170,flight simulation,1
5171,drone pilot training,1
5172,fatigue detection,1
5173,adaptive assistance,1
5174,rgb,1
5175,creativity generation,1
5176,colour,1
5177,space traffic management,1
5178,space sustainability,1
5179,space situtational awareness,1
5180,space safety,1
5181,space economy,1
5182,organizations trends,1
5183,composable graphic,1
5184,human centered,1
5185,human machine interface hmi,1
5186,scene recognition,1
5187,ergonomic robot control,1
5188,occupational risk,1
5189,interval-valued spherical fuzzy,1
5190,fine-kinney,1
5191,cradis model,1
5192,choquet integral,1
5193,planning (artificial intelligence),1
5194,short videos,1
5195,sanya tourism destination,1
5196,deep belief network,1
5197,multimodal user-generated content sources,1
5198,cognitive-emotional-overall image,1
5199,environment,1
5200,dfes,1
5201,dematerialisation,1
5202,cognitive safety,1
5203,musical emotion,1
5204,interactive technology,1
5205,work experience,1
5206,signal detection theory,1
5207,neural oscillation,1
5208,technological supports,1
5209,people with cognitive disabilities,1
5210,assistive technology (at),1
5211,fusion,1
5212,decision trees,1
5213,real-time algorithm,1
5214,python,1
5215,brain-to-brain synchronization,1
5216,bispectrum,1
5217,social facilitation,1
5218,robot companions,1
5219,virtual scene creation,1
5220,assembly sequence,1
5221,assembly input validation,1
5222,rpa technologies,1
5223,hyper automation,1
5224,ethical implications of automation,1
5225,digital transformations,1
5226,artificial intelligence integration,1
5227,multiple robots,1
5228,prompting systems,1
5229,vocational,1
5230,robust control,1
5231,warehouse navigation,1
5232,state-space compression,1
5233,efficient policy learning,1
5234,crude oil scheduling,1
5235,power industry,1
5236,large model techniques,1
5237,gpt,1
5238,visual search strategy,1
5239,visual search performance,1
5240,representation,1
5241,industrial icons,1
5242,feedback ambiguity,1
5243,carbon net-zero,1
5244,algorithm,1
5245,agile management,1
5246,high precision,1
5247,collaborative operation,1
5248,pupil diameter,1
5249,human-computer interface,1
5250,detection response task,1
5251,digital media,1
5252,art exchange,1
5253,spectroscopy,1
5254,non-invasive sensing,1
5255,intelligent cockpit,1
5256,dynamic robot path planning,1
5257,communication modalities,1
5258,smi-follower relationship management,1
5259,smi commercialization,1
5260,longitudinal model,1
5261,educational social media influencers,1
5262,contribution,1
5263,robot controls,1
5264,multimodal learning,1
5265,human–robot handovers,1
5266,human intention predictions,1
5267,task reallocation,1
5268,improved genetic algorithm,1
5269,dynamic human fatigue model,1
5270,cyber-physical attacks,1
5271,monitoring & intervention,1
5272,hierarchy,1
5273,robocup soccer competition,1
5274,intelligent connected vehicle,1
5275,scenarios,1
5276,digital video,1
5277,folk belief,1
5278,biosensor,1
5279,alcohol concentration measurement,1
5280,software industry,1
5281,flow experience,1
5282,stress evaluation,1
5283,psychophysiological signals,1
5284,multimodal dataset,1
5285,free listing,1
5286,special interests group,1
5287,emotiv,1
5288,spatial computing,1
5289,location-based media,1
5290,t-spherical fuzzy information,1
5291,enablers in consumer electronics,1
5292,analytical hierarchy process,1
5293,synchronization,1
5294,assembly workstation 4.0,1
5295,semi-immersive virtual reality,1
5296,personnel engagement,1
5297,safety citizenship behavior,1
5298,safety consciousness,1
5299,language model (lm),1
5300,autonomous intelligence,1
5301,physics simulation,1
5302,multimodal perception,1
5303,infant model,1
5304,developmental artificial intelligence (ai),1
5305,segmentation,1
5306,multimedia learning,1
5307,voice assistant,1
5308,industrial security,1
5309,alexa,1
5310,social transformation,1
5311,digital capability,1
5312,security customization,1
5313,parkerian hexad,1
5314,memorability,1
5315,core banking system (cbs),1
5316,confidentiality,1
5317,cia triad,1
5318,authenticity,1
5319,robotic system,1
5320,visual perception,1
5321,credit risk report,1
5322,optogenetics,1
5323,optimized production technology,1
5324,man-machine systems,1
5325,machinery production industries,1
5326,machine control,1
5327,knowledge distillation,1
5328,generative adversarial network,1
5329,adversarial distillation,1
5330,parkinson's disease,1
5331,interventional psychiatry,1
5332,labeled guide prompting,1
5333,epilepsy,1
5334,deep brain stimulation (dbs),1
5335,adaptive dbs,1
5336,goal-directed task analysis,1
5337,autonomous shipping,1
5338,human robot collaboration (hrc),1
5339,cognitive stress analysis,1
5340,prompt engineering,1
5341,occupational safety and health administration (osha),1
5342,inter-rater reliability,1
5343,engineering psychology,1
5344,ir5.0,1
5345,chinese rural homestay,1
5346,prop design,1
5347,voluntary use,1
5348,motivational work characteristics,1
5349,intelligent assistance systems,1
5350,remote telerobotic welding,1
5351,safety model 1 and 2,1
5352,procedures,1
5353,predictors of interactive behavior,1
5354,interactive behavior triad,1
5355,robot use self-efficacy,1
5356,perceived threat,1
5357,negative attitudes toward cobots,1
5358,operator guidance,1
5359,d-s evidence theory,1
5360,responsibility shifting,1
5361,media discourses,1
5362,meat and dairy production,1
5363,agri-food systems,1
5364,chinese rural tourism,1
5365,government support,1
5366,tourists’ participation,1
5367,affective-driven,1
5368,representational similarity analysis (rsa),1
5369,factual extraction,1
5370,abstractive summarization (abs),1
5371,automobile manufacture,1
5372,healthcare system,1
5373,digital healthcare,1
5374,user experience design,1
5375,self-adaptation,1
5376,wage premium,1
5377,value co-creation theory,1
5378,text mining,1
5379,skill sets,1
5380,agriculture online job offers,1
5381,perceptual-motor performance,1
5382,control process,1
5383,stakeholders perspectives,1
5384,ehealth app,1
5385,app development,1
5386,robotic manipulation,1
5387,vision and motion mapping,1
5388,human factor index measurement,1
5389,hr 4.0,1
5390,visual anomaly detection,1
5391,latent space representations,1
5392,industrial inspection robot,1
5393,luxury brand,1
5394,goods-to-service,1
5395,brand extension,1
5396,oxygen consumption,1
5397,cognitive-motor task,1
5398,cognitive-motor processing time,1
5399,sustainable competitive advantage,1
5400,structural equations modeling (sem),1
5401,risk mitigation,1
5402,partial least square (pls),1
5403,cognitive leadership (cl),1
5404,business performance,1
5405,learning motivation,1
5406,learning anxiety,1
5407,board game,1
5408,operator workload,1
5409,development,1
5410,highway and vehicle design,1
5411,information dissemination,1
5412,product safety,1
5413,design guidelines,1
5414,team development,1
5415,peer assessment,1
5416,large class,1
5417,collaborative learning,1
5418,project realization goals,1
5419,improvement measures,1
5420,impact rank,1
5421,croatia,1
5422,attributes of workers,1
5423,splines,1
5424,linguistic petri nets,1
5425,interval type-2 fuzzy sets,1
5426,cognitive inconsistency,1
5427,aluminum electrolysis cell condition identification,1
5428,tacit coordination,1
5429,social value orientation (svo),1
5430,divergent interest,1
5431,test and evaluation,1
5432,real-time object recognition,1
5433,humanrobot collaboration (hrc),1
5434,bibliometric literature review (blr),1
5435,training assessment,1
5436,coupling dimensions,1
5437,car body fitting,1
5438,automotive sector,1
5439,sme case study,1
5440,competence management,1
5441,competence assessment,1
5442,knowledge representation and storage,1
5443,json,1
5444,equipment diagnostics,1
5445,workplace ergonomy,1
5446,fpga,1
5447,economic,1
5448,computer,1
5449,position control,1
5450,force control,1
5451,sound monitoring,1
5452,immersive and interactive cyber-physical system (i2cps),1
5453,convolutional neural network (cnn),1
5454,decision making algorithm,1
5455,human resource archetype,1
5456,manufacturing firm,1
5457,organizational learning mode,1
5458,users' preferences,1
5459,statistical process monitoring,1
5460,quality technology,1
5461,sensory networks,1
5462,torque turn systems,1
5463,system usability,1
5464,oil and gas sector,1
5465,energy informatics,1
5466,users' routines,1
5467,cognitive vehicles,1
5468,ai readiness,1
5469,training design,1
5470,team design,1
5471,human–system integration,1
5472,physiological markers,1
5473,human performance psychology,1
5474,dynamic resilience,1
5475,working conditions,1
5476,alignment,1
5477,human-centred production,1
5478,production innovation,1
5479,industrial business entity,1
5480,big data.unnamed aerial vehicles,1
5481,mobile communication,1
5482,oil,1
5483,human factor engineering,1
5484,gas industry,1
5485,bibliometric analysis,1
5486,variability,1
5487,assistant robotics,1
5488,hazardous industrial operations,1
5489,confined space,1
5490,mixed / augmented reality,1
5491,wireless power transfer (wpt),1
5492,priority constraint,1
5493,large-scale optimization,1
5494,cooperative coevolution,1
5495,perclos,1
5496,measurement tools,1
5497,humans at work,1
5498,mental simulation,1
5499,developer’s performance,1
5500,smart phones,1
5501,black-box,1
5502,migrant workers,1
5503,edge ai,1
5504,economic efficiency assessment,1
5505,motor/cognitive/waste elements,1
5506,learning curves,1
5507,group size,1
5508,experimental data,1
5509,visual defect classification,1
5510,tft-lcd array process,1
5511,sensor allocation,1
5512,particle detector,1
5513,matching model,1
5514,hesitant fuzzy preference information,1
5515,configuration of tasks and resources,1
5516,cloud manufacturing,1
5517,nuclear industry,1
5518,multicriteria decision making,1
5519,human factor analysis and classification system,1
5520,cognitive and organizational factor,1
5521,quality of life,1
5522,federated ai,1
5523,code reading,1
5524,assembly works,1
5525,information format,1
5526,virtual human,1
5527,construction activity,1
5528,university–industry partnership,1
5529,university–industry collaboration,1
5530,strategic partnership,1
5531,micro-foundations,1
5532,three-dimensional graphics and realism,1
5533,mixed and augmented reality,1
5534,introductory and survey,1
5535,i.3.7 [computing methodologies],1
5536,a.1 [general literature],1
5537,safety education,1
5538,context-based,1
5539,task evolution,1
5540,logistics operator,1
5541,logistics 4.0,1
5542,diary,1
5543,accident reporting,1
5544,accident causation,1
5545,digital cloning,1
5546,correlation and influence,1
5547,pilot experiment,1
5548,human factors and ergonomics,1
5549,self-evolving,1
5550,expert-based learning,1
5551,fatigue assessment,1
5552,innovative robotic process automation,1
5553,adaptive decision making,1
5554,self-leadership,1
5555,healthcare workers,1
5556,production systems,1
5557,multi-agent-systems,1
5558,artificial psychology,1
5559,human-centered lean,1
5560,artificial cognition,1
5561,transforming education,1
5562,global education,1
5563,21st century skills,1
5564,lstm neural network,1
5565,structural equation model,1
5566,quality of work life,1
5567,lean performance,1
5568,business 4.0 human center,1
5569,time synchronization,1
5570,emergency management dispatch,1
5571,autism,1
5572,intelligence systems,1
5573,general ai systems,1
5574,industrial knowledge graph,1
5575,graph neural network,1
5576,conversational systems,1
5577,eco friendly bags and plastic bags,1
5578,eco affability,1
5579,value-based decision making,1
5580,neural integrator,1
5581,assembly robot,1
5582,virtual reality (vr).,1
5583,cognitive load theory,1
5584,model predictive control (mpc),1
5585,haptic shared control (hsc),1
5586,driver modeling,1
5587,collaborative driving,1
5588,psychological assessment,1
5589,cognitive functions,1
5590,air traffic control,1
5591,trustworthy human-machine systems,1
5592,neurodiversity,1
5593,clock drift,1
5594,work organisation,1
5595,angle measurement,1
5596,pattern matching,1
5597,naive geography,1
5598,mental maps,1
5599,fuzzy classification,1
5600,digital humanities,1
5601,circular graph,1
5602,frequency bands,1
5603,soft skill,1
5604,multilevel research,1
5605,knowledge worker performance,1
5606,information workers,1
5607,information literacy,1
5608,wearable,1
5609,design and human factors,1
5610,teaching by demonstration (tbd),1
5611,robot-assisted minimally invasive surgery (ra-mis),1
5612,remote center of motion (rcm),1
5613,dynamic time warping (dtw),1
5614,prediction model,1
5615,policy making,1
5616,mitigation solutions,1
5617,health risk,1
5618,intelligent transportation systems,1
5619,exploratory study,1
5620,interval-valued intuitionistic fuzzy sets,1
5621,identification of aluminum electrolysis cell condition,1
5622,transaction cost economics,1
5623,mobile machinery,1
5624,autonomous,1
5625,augmentation,1
5626,elderly workers,1
5627,smart glasses,1
5628,smart eyewear device,1
5629,lego®,1
5630,google glasses,1
5631,digital glasses,1
5632,data glasses,1
5633,assembly experiment,1
5634,assembly process,1
5635,assembly instructions,1
5636,console design,1
5637,public transport,1
5638,traffic management,1
5639,transport management systems,1
5640,table modeling,1
5641,cadmium contamination,1
5642,worker fatigue,1
5643,neighborhood structure,1
5644,initialization method,1
5645,dual resource constrained flexible job shop scheduling problem,1
5646,casting workshop,1
5647,qualitative content analysis,1
5648,causes,1
5649,engineering document,1
5650,big data-driven,1
5651,causality analysis,1
5652,white masculinity,1
5653,race,1
5654,ludic religiosity,1
5655,ideology,1
5656,desiring machine,1
5657,games of empire,1
5658,benchmarking,1
5659,operator advice system,1
5660,task monitoring,1
5661,combining image,1
5662,emergence,1
5663,mixed-signal ic,1
5664,human/robot interaction,1
5665,edge devices,1
5666,virtual reality technology,1
5667,teaching mode,1
5668,network teaching platform,1
5669,machinery manufacturing,1
5670,human-systems inclusion,1
5671,subject study,1
5672,congitive bias,1
5673,buyer-supplier relationship,1
5674,pro-environmental behaviour,1
5675,green human resource practices,1
5676,explanation,1
5677,expectation,1
5678,reliability analysis,1
5679,proxel-based simulation,1
5680,expert knowledge,1
5681,data-driven simulation,1
5682,sensor platform,1
5683,human-robot partnership,1
5684,motor intention,1
5685,oil-and-gas domain,1
5686,drozy,1
5687,drowsiness,1
5688,classification techniques,1
5689,organisational commitment,1
5690,organisational career goal instrumentality,1
5691,living systems theory of vocational behaviour and development,1
5692,functions of workplace relationships,1
5693,career satisfaction,1
5694,time series,1
5695,trajectory formation,1
5696,electricity consumption forecast,1
5697,large-scale parts assembly,1
5698,human operator support,1
5699,human centred automation,1
5700,flexible and reconfigurable manufacturing,1
5701,physiological index,1
5702,heat symptom,1
5703,extreme thermal environment,1
5704,organisational structure,1
5705,semisupervised learning,1
5706,denoising,1
5707,wearable cognitive assistants,1
5708,scalable ai,1
5709,return-on-investment in ai,1
5710,regulations,1
5711,status hierarchy mutability,1
5712,promotion focus,1
5713,prevention focus,1
5714,performance lower than expectations,1
5715,counterproductive work behaviour,1
5716,marine engineering,1
5717,marine diesel engine,1
5718,human error prediction,1
5719,critical failures,1
5720,cognitive reliability error analysis method,1
5721,operator competence,1
5722,digital lean manufacturing,1
5723,preprocessing,1
5724,local features,1
5725,ir image,1
5726,fusion image,1
5727,candy crush saga,1
5728,experience modeling,1
5729,game play data,1
5730,centroid iot path selection,1
5731,person–job fit,1
5732,job characteristics model,1
5733,information technology,1
5734,physical literacy,1
5735,circus arts,1
5736,sensor networks,1
5737,cognitive knowledge,1
5738,channel selection,1
5739,ant iot routing,1
5740,game player modeling,1
5741,cyber,1
5742,cognitive adaptability,1
5743,work ability,1
5744,sustainable work,1
5745,recommendation-based interventions,1
5746,occupational safety and health,1
5747,micro-moments,1
5748,player analytics,1
5749,functional-cost method,1
5750,holon,1
5751,interpretive structural modeling (ism),1
5752,safety citizenship behavior (scb),1
5753,vehicle design,1
5754,precuneus,1
5755,optic flow,1
5756,psychophysiological evaluation,1
5757,maritime training,1
5758,maritime simulator,1
5759,autonomous vehicle testing and safety,1
5760,job analysis,1
5761,construction work,1
5762,owi 4.0,1
5763,rtd (resistance temperature detector),1
5764,qoc,1
5765,pid (proportional integral derivative),1
5766,green it (green ict),1
5767,green communications,1
5768,device to device communications (d2d),1
5769,stream reasoning,1
5770,human automation interaction,1
5771,driving automation,1
5772,norm activation model (nam),1
5773,theory of planned behavior (tpb),1
5774,software errors,1
5775,cognitive packet network,1
5776,power systems trends,1
5777,human interface,1
5778,knowledge society,1
5779,human-centered systems,1
5780,industrial voicebots,1
5781,swarm robotics,1
5782,dynamic fuzzy cognitive maps,1
5783,weak supervision,1
5784,text classification,1
5785,rationalizing neural prediction,1
5786,visual thinking,1
5787,sketching,1
5788,drawing,1
5789,cognitive hri,1
5790,lmx,1
5791,software defined networks,1
5792,random neural networks,1
5793,iot security,1
5794,graph neural nets,1
5795,patient k.c.,1
5796,neurohistology,1
5797,medial temporal lobes,1
5798,ex-vivo mri,1
5799,expressive suppression,1
5800,emotion regulation,1
5801,cognitive reappraisal,1
5802,co-worker relationships,1
5803,system of systems,1
5804,monitoring and control systems,1
5805,embedded systems,1
5806,cps,1
5807,computer hardware and architecture,1
5808,psychological empowerment,1
5809,person-organization fit,1
5810,innovation behavior,1
5811,implicit follow cognitive difference,1
5812,formation mechanism,1
5813,vuca,1
5814,pera 4.0,1
5815,knowledge-and technology-intensive industry (kti),1
5816,key enabling technology (ket),1
5817,dfhfini4.0,1
5818,team-member exchange,1
5819,learning-forgetting curves,1
5820,line balancing,1
5821,energy spectral density,1
5822,episodic memory,1
5823,amnesia,1
5824,general computer self-efficacy,1
5825,entrepreneurial intention,1
5826,computer anxiety,1
5827,variance,1
5828,p-value,1
5829,mahalanobis distance,1
5830,risk-taking behavior,1
5831,reconfigurable assembly systems,1
5832,risk homeostasis,1
5833,passive haptics,1
5834,mixed-reality,1
5835,fall hazard,1
5836,organizational performance,1
5837,organizational knowledge,1
5838,individual knowledge,1
5839,group knowledge,1
5840,end user error,1
5841,torque turn system,1
5842,human dynamic,1
5843,cognitive constructivism,1
5844,satisfaction degree,1
5845,matching optimization model,1
5846,dual hesitant fuzzy preference,1
5847,complex products,1
5848,cloud-based systems,1
5849,human cyber-physical production systems,1
5850,vehicular parameters,1
5851,physiological parameters,1
5852,non-contact,1
5853,logistic regression,1
5854,voice user interface,1
5855,multimodal interface,1
5856,complementary user interface,1
5857,self-administered interview,1
5858,eyewitness memory,1
5859,normative data,1
5860,neuropsychological assessment,1
5861,concussion,1
5862,virtual and augmented reality,1
5863,career guidance,1
5864,digital games,1
5865,infrastructure and construction visual inspection,1
5866,direct instruction,1
5867,adaptive concepts,1
5868,collective autonomy,1
5869,autonomy framework,1
5870,air traffic management,1
5871,innovation process,1
5872,time series classification,1
5873,shared robotic tasks,1
5874,industrial collaborative robots,1
5875,human intention recognition,1
5876,knowledge systems,1
5877,graphs,1
5878,psychotropic drugs,1
5879,human error analysis,1
5880,trajectory planning,1
5881,sme,1
5882,fashion industry,1
5883,eco-luxury,1
5884,multi-objective optimization on the basis of ratio analysis,1
5885,failure mode and effect analysis,1
5886,twenty-first century skills,1
5887,tertiary education,1
5888,k-12,1
5889,virtual space,1
5890,rating,1
5891,new car assessment program (ncap),1
5892,in-vehicle infotainment systems,1
5893,primary care,1
5894,modelling social,1
5895,human-centered systems engineering,1
5896,environmental change,1
5897,time tracking,1
5898,productivity tools,1
5899,experience sampling method,1
5900,theta waves,1
5901,standard deviation,1
5902,occipital,1
5903,mean absolute value,1
5904,iowa fatigue scale,1
5905,eeg signals,1
5906,beta waves,1
5907,alpha waves,1
5908,unmanned aircraft system,1
5909,eeg-based bci,1
5910,mi,1
5911,psonn,1
5912,information processing model,1
5913,teaching pendant,1
5914,position and orientation,1
5915,operability,1
5916,hand gestures,1
5917,emobodied cognition,1
5918,and enactivism.,1
5919,ethical control,1
5920,petri net,1
5921,smart health-care,1
5922,agile assembly,1
5923,d2d,1
5924,stress monitoring,1
5925,physiological measurements,1
5926,electrooculogram,1
5927,solvents,1
5928,neurocognitive evaluation,1
5929,gas station workers,1
5930,hybrid assembly,1
5931,cyber-physical system (cps),1
5932,flightgear,1
5933,ctl model,1
5934,field study,1
5935,consumer typology,1
5936,trajectory optimization,1
5937,user-feedback-process,1
5938,monitoring industrial feedback,1
5939,adversarial detection,1
5940,active machine learning,1
5941,unity 3d,1
5942,3d glasses,1
5943,virtual commissioning simulation,1
5944,soft tissue robotics,1
5945,economic growth,1
5946,community well-being,1
5947,trade-offs,1
5948,taxi service system,1
5949,scene reconstruction,1
5950,knowledge-based system,1
5951,engineering design,1
5952,intuitive interaction,1
5953,artificial emotions,1
5954,dual-system theories,1
5955,grocery industry,1
5956,human-machine collaborative cognition,1
5957,self-service technologies,1
5958,ground stations of command and measurement systems,1
5959,formal assessment,1
5960,cognitive graphics,1
5961,additive quality criterion,1
5962,quantitative,1
5963,openness to experience,1
5964,density of work experience,1
5965,conscientiousness,1
5966,service virtualisation,1
5967,quality assurance,1
5968,cerebellum,1
5969,cerebellar chip,1
5970,bioinspired robot control,1
5971,adaptive filter,1
5972,injection molding,1
5973,ensemble learning,1
5974,cognitive analytics,1
5975,artificial intelligence in manufacturing,1
5976,lime industry,1
5977,user preference,1
5978,shannon entropy,1
5979,human processing time,1
5980,cognitive-motor tasks,1
5981,data experience,1
5982,proactive analysis,1
5983,dynamic bayesian network,1
5984,construction equipment operation,1
5985,physical activity recognition,1
5986,human-agent interaction,1
5987,ambient intelligence,1
5988,ai in healthcare,1
5989,weight measurement,1
5990,programming problems,1
5991,mysql database,1
5992,java se,1
5993,equivalent distribution,1
5994,cognitive weights,1
5995,techno-economic comparison,1
5996,software defined networks (sdn),1
5997,sensitivity analysis (sa),1
5998,front-line workers,1
5999,human-centred,1
6000,domain learning assistant,1
6001,enterprises,1
6002,global pandemic,1
6003,cognitive smart city network (csc-net),1
6004,mobile games,1
6005,battle royale,1
6006,theta power spectral density,1
6007,smart production system,1
6008,human information processing speed,1
6009,human cognitive capacity occupancy,1
6010,smart environment,1
6011,mobile edge computing solution (mec),1
6012,attitudes towards safety,1
6013,human-in-th e-loop,1
6014,attitudes towards occupational safety,1
6015,airport ground staff,1
6016,shield machine operation,1
6017,route decision,1
6018,feedforward,1
6019,delm,1
6020,ann,1
6021,semantic search,1
6022,radio signal,1
6023,spacecraft,1
6024,telemetry,1
6025,phri,1
6026,farm information system,1
6027,certification,1
6028,automated operational monitoring,1
6029,unmanned autonomous vessels,1
