,Publication Type,Article Title,Authors,Source Title,Volume,Start Page,End Page,Publication Year,Publication Date,ISSN,DOI,DOI Link,Author Keywords,Abstract,Issue,Conference Title
114,JOUR,An innovative integrated solution to support digital postural assessment using the TACOs methodology,"['Khamaisi, Riccardo Karim', 'Perini, Matteo', 'Morganti, Alessio', 'Placci, Marco', 'Grandi, Fabio', 'Peruzzini, Margherita', 'Botti, Lucia']",Computers & Industrial Engineering,194,110376,,2024,2024/08/01/,0360-8352,https://doi.org/10.1016/j.cie.2024.110376,['https://www.sciencedirect.com/science/article/pii/S0360835224004972'],"['Ergonomics', 'Motion Capture', 'Digital Postural Assessment', 'TACOs']","The diversification of work as well as the challenges of modern industrial tasks make manual ergonomic assessment tools (i.e., checklist, excel-based worksheet) time consuming and strongly related to the ergonomist’s experience. Recent advancements in wearable sensors technology offer new perspectives in terms of integrating human-monitoring solutions with traditional ergonomics methods by movements’ digitization. Furthermore, digital posture assessment plays a critical role in the context of Industry 5.0, promoting worker well-being and productivity by identifying ergonomic risks and optimizing work environments. Also, leveraging advanced technologies for posture assessment enables proactive intervention strategies to mitigate musculoskeletal disorders and enhance overall workplace safety and efficiency. The present study proposes an innovative hardware and software solution which allows even non-expert designers or ergonomists to carry out a reliable postural ergonomic assessment according to well-known ergonomic methods, speeding up the analysis and providing accurate information. The setup consists of a wearable suit and its proprietary software tool specifically programmed to carry out the ergonomic assessment according to the Time-Based Assessment COmputerized Strategy (TACOs) method. The setup has been preliminarily tested in a controlled environment simulating a real industrial scenario and a comparison with standard ergonomic practices has been performed. The Mann-Whitney U test returned a p-value of [2.198e-11] < α [0.05] demonstrating how the solution proposes results which are numerically and qualitatively enhanced while showing the practical utility of the suggested technical setup and the validity of the suggested digital technique in retrieving and recognizing the workers’ posture.",,
115,JOUR,Musculoskeletal Load Assessment of Farmers during Selected Agricultural Works,"['Kuta, Łukasz', 'Cież, Józef', 'Młotek, Małgorzata']",Procedia Manufacturing,3,1696,1703,2015,2015/01/01/,2351-9789,https://doi.org/10.1016/j.promfg.2015.07.990,['https://www.sciencedirect.com/science/article/pii/S2351978915009919'],"['Milking', 'Electromyography', 'Job Strain Index', 'Risk', 'Agriculture']","During the last years, as a result of the technological development, farmers started to include a new solution like machinery or other devices but the risk level connected with accidents resulting from their use is still high. Agriculture is described as one of the most dangerous industry in Poland. Based on these circumstances the studies were conducted where the main objective was to investigate a workload during agricultural manual and mechanized tasks. The analysis was conducted on 15 farmers on their own farms during the morning and evening milking in the tethering and carousel systems while lifting and carrying a full bucket or a sack and while the tractor was moving. The analysis of muscle load was conducted with the surface EMG (Electromyography) system and Job Strain Index method. The highest values of muscle tension and force were observed in the forearm muscles during the attachment of teat cups to the udder. It was connected with lifting the equipment in an uncomfortable posture assumed by the milker. For the tractor driver the ergonomics of the seat and steering wheel was measured. It has been demonstrated that unfavourable working conditions increase the musculoskeletal overload. One of the methods of preventing them is to create appropriate working conditions for a specific person and gender. This will allow each worker to properly adjust the work and to apply specific matching equipment.",,"6th International Conference on Applied Human Factors and Ergonomics (AHFE 2015) and the Affiliated Conferences, AHFE 2015"
116,JOUR,Shift work and hospital employees: A descriptive multi-site study,"['McElroy, Susan F.', 'Olney, Adrienne', 'Hunt, Cheri', 'Glennon, Catherine']",International Journal of Nursing Studies,112,103746,,2020,2020/12/01/,0020-7489,https://doi.org/10.1016/j.ijnurstu.2020.103746,['https://www.sciencedirect.com/science/article/pii/S0020748920302327'],"['Shift work', 'Satisfaction', 'Circadian rhythm', 'Fatigue', 'Drowsy driving', 'Hospital workers']","Background Hospitals staff with 12-hour and other shift work patterns to account for daily and seasonal workload requirements. Research in healthcare and industries requiring shift work suggests there may be negative health consequences to the workers related to fatigue and other factors. Due to the 24/7 nature of healthcare, it is important to understand the impact of shift work on employees. Objectives The objectives of this study were to investigate how shift work impacts satisfaction with time for social and home activities, based on the Social and Domestic Survey, and chronic fatigue. In addition, an exploration of drowsy driving was undertaken. Design and setting This study was a multi-site, descriptive survey study, conducted in 4 acute care hospitals in one metropolitan area in the central United States. Participants Participants included healthcare workers in five 24/7 departments: nursing, respiratory therapy, laboratory, radiology and pharmacy. Methods Measures included demographics, work characteristics, and scales including the: Social and Domestic Survey, Circadian Type Inventory, and Chronic Fatigue Scale along with data regarding drowsy driving and automobile accidents/near misses. Data were analyzed using descriptive statistics for sample characteristics. An exploratory factor analysis was conducted on the Social and Domestic Survey. Group differences were tested using Mann-Whitney U tests and regression analyses. Results The sample included 1563 subjects (24% RR). The mean age was 40 years. Nursing comprised 77% of the sample, 88% were female, 85% were in a direct patient care role, 67% worked day shift, and 49% worked 12-hour shifts. Pay was important for working night shift, but home life was important for day shift. Night shift (p<0.001) and 12-hour shift workers (p<0.001) had higher chronic fatigue. However, after controlling for other factors, working night shift remained a significant predictor of chronic fatigue and lower satisfaction with time for daily tasks and family/social life, whereas working 12-hour shifts predicted higher satisfaction with daily tasks and periodic life activities. Thirty-five percent of workers reported altering their driving behavior at least half the time due to drowsy driving and 19% had an automobile accident or near miss due to drowsy driving. Conclusions Findings suggest that night and long shifts can have negative effects on fatigue, family, and social life. Drowsy driving and accidents/near misses frequently occur due to drowsy driving. Leaders should continue to study the 24/7 work environment and test measures to improve the safety of shift workers.",,Shift work in nursing: closing the knowledge gaps and advancing innovation in practice
117,JOUR,A case study for the optimization of moment-matching in wind turbine blade fatigue tests with a resonant type exciting approach,"['Lu, Liang', 'Wu, Haijun', 'Wu, Jianzhong']",Renewable Energy,174,769,785,2021,2021/08/01/,0960-1481,https://doi.org/10.1016/j.renene.2021.04.114,['https://www.sciencedirect.com/science/article/pii/S0960148121006340'],"['Blade fatigue test', 'Moment-matching', 'TMM (Transfer matrix method)', 'PSO (Particle swarm optimization)']","In order to effectively test the performance of the wind turbine during the blade fatigue test with a resonant type of exciting approach, it is important to moment-match the test moment to the target moment. The distribution of the moments on the critical sections can be adjusted by using additional masses that are reasonably located on these sections, but that have different location, number and size options. Achieving this through the traditional trial-and-error method however, which attempts to find the best additional mass variables combination for optimal moment-matching, requires an extremely heavy artificial workload, as the combination options for the additional mass variables are many. To tackle this dilemma, FEA (Finite Element Analysis) associated with PSO (Particle Swarm Optimization) method is now commonly used for moment prediction and optimal combination searching. Nonetheless, the enlargement of the blade scale has meant that using FEA poses some disadvantages, which in turn means an increased amount of time needed for integrated-parameters computing. Moreover, pre-computing work, such as physical object modeling, grid generation & checking, solution setting & parameter adjusting, may also require lots of time and a heavy reliance on professional workers to carry out processing tasks – requirements that are adverse to realizing an automatic dealing procedure. Fortunately, in the blade design and factory leaving stages, those important blade parameters are already defined in a lumped manner. This therefore leads to an applicative use of TMM (Transfer Matrix Method) as when outputting the section data, including moment, it only requires these section parameters for the modeling and the moment-matching process. It is reasonable to believe that FEA usually offers better computing accuracy, while it is also understandable that for the present condition cloud and after describing the lumped definition manner, TMM also presents sufficient accuracy. For the present case study, TMM shows satisfactory prediction accuracy when compared with the test results, with a relative error of no more than 1% for any critical blade section. Additionally, moment-matching optimization work has been conducted by combining with the PSO procedure. The optimal variables combination is finally confirmed with two additional masses of 4000 kg and 605.6 kg located 25m and 48m from the blade root section respectively, which obtains the minimum standard of 4.25%, a higher matching precision compared with that of the test which had 5.6%. Thus, it seems that the TMM-associated PSO method introduced in this paper provides a more efficient way to figure out the optimal variables combination for moment-matching while maintaining sufficient computational precision. In addition, since the strict requirements for moment-matching accuracy have not yet been officially issued, the present case study does not treat the additional mass number as a variable but as the constant 2. Compared with the test however, this paper's result still shows improvements in moment-matching accuracy while also reducing the installing workload needed for the 2 additional masses.",,
118,JOUR,Forest harvesting in rural properties: Risks and worsening to the worker’s health under the ergonomics approach,"['Schettino, Stanley', 'Minette, Luciano José', 'Andrade Lima, Roldão Carlos', 'Pedroso Nascimento, Glicia Silvania', 'Caçador, Silvio Sérgio', 'Leme Vieira, Marlice Paes']",International Journal of Industrial Ergonomics,82,103087,,2021,2021/03/01/,0169-8141,https://doi.org/10.1016/j.ergon.2021.103087,['https://www.sciencedirect.com/science/article/pii/S0169814121000056'],"['Forest management', 'Forest work', ""Worker's health"", 'Ergonomic risk']","Through an ergonomic approach, this study aimed to evaluate whether workers involved in forest harvesting activities in rural properties are subject to the development of work-related diseases, as well as their consequences. A cross-sectional study with 267 forest workers in rural properties in the Brazilian Central region was used. The following evaluations were performed for each of the activities (felling, delimbing, tracing, manual extraction and manual loading): physical workload evaluation; biomechanical evaluation; risk of repetitive strain injuries/work-related musculoskeletal disorders; environmental noise and vibration factors, where relevant, and thermal overload through the Wetbulb Globe Temperature index. The results showed that in general the physical workload was very high, exceeding the cardiovascular load limits and adding to the need for work reorganization. All activities exposed workers to serious and imminent risks of developing injuries to the spine and lower limbs. Likewise, in general the risk of the appearance of RSI/WMSDs was very high for all activities evaluated. Such results are due to the combination of organizational work factors and factors of the work environment such as exposure to bad weather, uneven terrain, lifting and handling loads above tolerable limits, excessive noise and thermal overload. All of this allows to conclude that ergonomic risks and workers’ health hazards in forest harvesting in rural properties are latent and very worrying, and that these workers are exposed to a form of labor exploitation that invariably leads to physical and emotional exhaustion and therefore to their decreased labor capacity and useful working life.",,
119,JOUR,Analysis of upper-limb muscle fatigue in the process of rotary handling,"['Yu, Na', 'Hong, Lian', 'Guo, Jing']",International Journal of Industrial Ergonomics,83,103109,,2021,2021/05/01/,0169-8141,https://doi.org/10.1016/j.ergon.2021.103109,['https://www.sciencedirect.com/science/article/pii/S0169814121000275'],"['Rotary handling', 'Upper limb', 'Muscle fatigue']","Workers engaged in repetitive manual material handling (MMH) generally suffer from work-related musculoskeletal disorders (WMSDs), particularly in the arms, shoulders, neck, and waist; this significantly limits the individual's strength and ability to work. Currently, research on upper-limb injuries affecting manufacturing workers focusses on the effect of different working conditions on specific muscle fatigue. However, research on the fatigue transformation relationship among various muscles in the process of working is lacking. Therefore, the purpose of this study was to investigate the fatigue changes between the upper-limb muscles during rotary handing. In this study, 13 male subjects were studied to simulate rotating handling during the manual handling process using surface electromyography (sEMG). Handling angles of 90°, 45°, and 0° were arranged as single variables to conduct the single-factor experiment. The sEMG of the brachioradialis, biceps brachii, trapezius, and multifidus muscle was measured during the operation. The results of this study indicate that the characteristics of muscle fatigue are different at different rotation angles: the multifidus muscle and trapezius were fatigued when the rotation was 90°. Under the condition of a 45° rotation, the activities of the four muscles fluctuated significantly. The slope of the median frequency of the muscles was positive, the load of the four muscles was evenly distributed, and no local fatigue was observed. Under the condition of a 0° rotation, the sEMG indicated that the brachioradialis muscle was fatigued, while the other three muscles had lower loads.",,
120,JOUR,How Resilient are Lucid Motivators? Endeavoring Reforms for Effects of Psycho-social Factors on Workers Health Through Concurrent Engineering,"['Yılmaz Kaya, Burcu', 'Kılıç Delice, Elif']",Safety and Health at Work,15,327,337,2024,2024/09/01/,2093-7911,https://doi.org/10.1016/j.shaw.2024.05.003,['https://www.sciencedirect.com/science/article/pii/S2093791124000350'],"['Concurrent engineering', 'Health and safety services', 'Human factors analysis', 'Multi-criteria decision-making', 'Occupational health and safety']","Background As the tremendous impact of extreme workloads, arduous working conditions, and disorganization disrupt humane job definitions in some industries, the need for workplace re-articulation was interfered to ameliorate psycho-social factors and suggest organizational intervention strategies. Especially for colossally wounded health-care (HC) systems, today it is now even more unrealizable to retain workforce resilience considering the immense impact of overwhelming working conditions. Methods This study introduces employment of concurrent engineering tools to re-design humane workplaces annihilating abatement over devoured resources. The study handles HC-workforce resilience in a pioneering motive to introduce transformation of well-known motivators and proposes solutions for retention and resilience issues grounding on HC workers’ own voice. Results The proposed adjustable approach introduces integral use of focus group studies, SWARA, and QFD methods, and was practiced on a real-world case regarding Turkish HC workforce. The paper also presents widespread effects of findings by tendering generalized psycho-social rehabilitation strategies. Results confirmed the modifications of the most potent incessant motivators. Conclusion “Burn out issues” and “Challenging work” were found as the most important motivator and satisfier, respectively, to be exigently fulfilled. Corrective interventions, required resolutions, and workplace articulation connotations were arbitrated in terms of entire outcomes on four dimensions in three different planning periods considering the current status, repercussions of pandemic, and contingency of similar catastrophes. Descriptive illustrations were additionally presented to support deducted interpretations.",3,
121,JOUR,Solving the integrated cell formation and worker assignment problem using particle swarm optimization and linear programming,"['Feng, Hanxin', 'Da, Wen', 'Xi, Lifeng', 'Pan, Ershun', 'Xia, Tangbin']",Computers & Industrial Engineering,110,126,137,2017,2017/08/01/,0360-8352,https://doi.org/10.1016/j.cie.2017.05.038,['https://www.sciencedirect.com/science/article/pii/S0360835217302516'],"['Cell formation', 'Worker assignment', 'Labor utilization', 'Particle swarm optimization', 'Linear programming']","Both cell design and human issues are important factors for successful implementation of cellular manufacturing. To better implement cellular manufacturing, we investigate the integrated cell formation and worker assignment problem (ICFWAP). A comprehensive linear model is developed for the ICFWAP to determine the optimal allocation of machines, parts and workers. Specific characteristics of this model include the simultaneous consideration of production planning, coexistence of alternative process routings, lot splitting, workload balancing between cells and worker over-assignment to multiple cells. Motivated by the inefficiency of exact approaches, this paper proposes a hybrid approach combining combinatorial particle swarm optimization and linear programming (CPSO-LP) to efficiently solve real-sized problems. In CPSO-LP, decision variables corresponding to part routing selection and part operation assignment are fixed and other variables are allowed to be changed. CPLEX is then used to solve the reduced LP problem. Numerical experiments validate the proposed model. Results reveal that worker over-assignment can reduce the number of workers hired and improve labor utilization rate. The better efficiency and effectiveness of CPSO-LP are proved by comparisons with CPLEX, a genetic algorithm (GA), CPSO, and a hybrid approach combining GA and LP.",,
122,JOUR,Deep learning-based smart task assistance in wearable augmented reality,"['Park, Kyeong-Beom', 'Kim, Minseok', 'Choi, Sung Ho', 'Lee, Jae Yeol']",Robotics and Computer-Integrated Manufacturing,63,101887,,2020,2020/06/01/,0736-5845,https://doi.org/10.1016/j.rcim.2019.101887,['https://www.sciencedirect.com/science/article/pii/S0736584518306240'],"['Smart task assistance', 'Wearable augmented reality', 'Deep learning-based task assistance', 'AR smart glasses']","Wearable augmented reality (AR) smart glasses have been utilized in various applications such as training, maintenance, and collaboration. However, most previous research on wearable AR technology did not effectively supported situation-aware task assistance because of AR marker-based static visualization and registration. In this study, a smart and user-centric task assistance method is proposed, which combines deep learning-based object detection and instance segmentation with wearable AR technology to provide more effective visual guidance with less cognitive load. In particular, instance segmentation using the Mask R-CNN and markerless AR are combined to overlay the 3D spatial mapping of an actual object onto its surrounding real environment. In addition, 3D spatial information with instance segmentation is used to provide 3D task guidance and navigation, which helps the user to more easily identify and understand physical objects while moving around in the physical environment. Furthermore, 2.5D or 3D replicas support the 3D annotation and collaboration between different workers without predefined 3D models. Therefore, the user can perform more realistic manufacturing tasks in dynamic environments. To verify the usability and usefulness of the proposed method, we performed quantitative and qualitative analyses by conducting two user studies: 1) matching a virtual object to a real object in a real environment, and 2) performing a realistic task, that is, the maintenance and inspection of a 3D printer. We also implemented several viable applications supporting task assistance using the proposed deep learning-based task assistance in wearable AR.",,
123,JOUR,In-situ or side-by-side? A user study on augmented reality maintenance instructions in blind areas,"['Laviola, Enricoandrea', 'Gattullo, Michele', 'Evangelista, Alessandro', 'Fiorentino, Michele', 'Uva, Antonio Emmanuele']",Computers in Industry,144,103795,,2023,2023/01/01/,0166-3615,https://doi.org/10.1016/j.compind.2022.103795,['https://www.sciencedirect.com/science/article/pii/S0166361522001919'],"['Augmented reality', 'Maintenance', 'Blind area', 'Occlusion', 'Work instructions', 'Industrial operator support']","In recent years, Augmented Reality (AR) has been effectively proposed as a tool to support workers in manual procedural tasks in industry, such as assembly and maintenance. It is very common for workers to deal with complete equipment in maintenance. Then, instructions may refer to components located in blind areas, i.e., visually occluded by part of the equipment. Displaying in-situ AR instructions in such blind areas requires handling occlusions; otherwise, side-by-side instructions can be exploited. In the literature, it is still unclear which solution better leverage workers’ performance in maintenance tasks accomplished in blind areas. Thus, we designed three AR presentation modes to convey maintenance instructions in a real machine: 3D in-situ rendered with X-ray technique; 3D side-by-side on a CAD model replicating the blind area; 2D side-by-side on a virtual mirror. We conducted a user study comparing these three presentation modes with a 2D drawing extracted from the original maintenance documentation of the machine. The performance of 42 participants was evaluated in terms of completion time, accuracy, and cognitive load. The results revealed that both in-situ and 3D side-by-side presentation modes perform better than 2D drawing. Specifically, the in-situ presentation mode outperforms the 3D side-by-side mode in terms of completion time. The side-by-side virtual mirror does not improve performance with respect to 2D drawing, then it needs to be redesigned for effective use in AR maintenance interfaces.",,
124,JOUR,A non-zero integer non-linear programming model for maintenance workforce sizing,"['Ighravwe, D.E.', 'Oke, S.A.']",International Journal of Production Economics,150,204,214,2014,2014/04/01/,0925-5273,https://doi.org/10.1016/j.ijpe.2014.01.004,['https://www.sciencedirect.com/science/article/pii/S0925527314000061'],"['Maintenance workforce', 'Productivity', 'Goal programming', 'Use factor', 'Priority factor', 'Routine maintenance']","This paper formulates a non-linear integer programming model to solve a maintenance workforce sizing problem with a productivity improvement goal. This problem is modelled in a bi-objective framework that minimises the number of maintenance personnel while maximising their productivity levels. Inputs into the optimisation model include monthly and routine maintenance periods, volume of production, contingency maintenance time, use factor and priority factor among others. The model has been validated with real-life detergent factory data, demonstrating its potential usefulness. A principal novelty of the model is the inclusion of use factor, which captures how often maintenance technicians are busy on the job with respect to assigned tasks, including unanticipated high maintenance workload. The model has been solved using a branch and bound algorithm. The impact of workforce structure and workers’ salaries on model’s performance has been studied and sensitivity analysis carried out to investigate the changes to the optimal solution as a result of changes in the input data. The results show a reduction in the number of maintenance workforce personnel in comparing values with and without use factor in the model. The model’s ability to obtain global optimal result depends on the value of the minimum routine maintenance time within each maintenance section. Also, the model is shown to be sensitive to priority factor, which captures the appropriate ratio of full- and part-time workers under the same category. The model provides both an easy-to-use practical tool for maintenance managers and supervisors as well as a scientific tool for determining optimal maintenance workforce size for a manufacturing plant.",,
125,JOUR,"Physiological Workload of Hill Farm Women of Meghalaya, India Involved in Firewood Collection","['Borah, Swapnali']",Procedia Manufacturing,3,4984,4990,2015,2015/01/01/,2351-9789,https://doi.org/10.1016/j.promfg.2015.07.648,['https://www.sciencedirect.com/science/article/pii/S2351978915006496'],"['Drudgery', 'Physiological responses', 'Musculoskeletal problem']","Women are not only carriers of human race but civilization and sustainable development rest on them. Their role is quietly appreciated without economic recognition, regard and accountability. The household activities farm women of Meghalaya do are labour intensive, time consuming, arduous, monotonous, repetitive, manual and within economic return resulting in fatigue and drudgery. This study was conducted to determine the perceived physiological exertion, physiological responses and musculoskeletal problem while doing the activity of firewood collection. The subject included forty tribal women of West Garo Hill of Meghalaya within the age group of 20 to 50 years having the average BMI of 21.74, Lean body mass 31.99kg., fat weight 12.59kg., VO2 max. 25.59ml/kg/min and grip strength of 28.59kg. While doing the activity average heart rate, energy expenditure, total cardiac cost of work and physiological cost of work were 129.67 bpm, 11.90 kj/min, 8529.59 beats and 47.92ppm, respectively. The cardiovascular stress index was quite high (47.25) in comparison to many workers involved in factory activities. Perceived physical exertion was rated by farm women as “heavy to very heavy”. Incidences of musculoskeletal problem were also very high as farm women reported that they had severe to very severe pain in upper and lower back, neck, head, arm, wrist and fingers.",,"6th International Conference on Applied Human Factors and Ergonomics (AHFE 2015) and the Affiliated Conferences, AHFE 2015"
126,JOUR,Fatigue differences between Asian and Western populations in prolonged mentally demanding work-tasks,"['Ahmed, Shaheen', 'Babski-Reeves, Kari', 'DuBien, Janice', 'Webb, Heather', 'Strawderman, Lesley']",International Journal of Industrial Ergonomics,54,103,112,2016,2016/07/01/,0169-8141,https://doi.org/10.1016/j.ergon.2016.05.005,['https://www.sciencedirect.com/science/article/pii/S0169814116300403'],"['Fatigue', 'Ethnicity', 'Asian', 'Western', 'Mental', 'Work-task']","Introduction With an increase in the number of mentally demanding jobs, as well as the increase in work performed while sedentary, there is a growing imbalance in the use of body resources. This often results in an increase in fatigue in the working population. The diversity of the workforce is also increasing, whereas physiological differences based on culture are important to consider. The objective of this study was to identify the differences in the levels of fatigue in the workplace experienced by Asian and Western workers in mentally demanding jobs. Method Eight Asian and eight Western participants completed an observation-based study. Each participant was observed for four hours in their workplace while they were working on highly mentally demanding work-tasks either computer programming or mathematical simulations. To balance the effect of time, half of the participants from each ethnic group were observed in the morning session and the other half in the afternoon session. Perceived fatigue was measured every 30 min using the single dimensional Borg and multidimensional SOFI scales. Workload was measured using NASA-TLX, and as a change in resting heart rate. Result Ethnicity and time interacted to significantly affect the perceived fatigue measured by Borg (F (9,126) = 2.03, p = 0.0412) and SOFI (F(9,126) = 3.28, p = 0.0013) scales. Asian participants reported significantly higher workload measured by NASA-TLX scores (F(1, 14) = 3.68, p = 0.0024) and change in resting heart rate (F(1, 14) = 7.77, p = 0.0145) was measured higher compared to Western participants. Unlike fatigue, no significant interactions were observed between time and ethnicity to affect either NASA-TLX scores or change in resting heart rate. Post-hoc analyses show that the rate of fatigue was higher for Asian participants. Correlations between the dependent variables were significant (p < 0.0001), with a stronger correlation identified for Asian participants. Conclusion As compared to the Western participants, Asian participants reported higher values in all dependent measures, including fatigue in both scales, NASA-TLX scores, and change in resting heart rate. Relevance to industry The significant growth in white-collar as well as mentally demanding jobs requires more cognitive resources, while reducing physical activities. The consequences of the imbalances in the use of body resources have yet to be studied. This study has been designed to investigate the issues of imbalance in the workplace.",,
127,JOUR,The Occupational Heat Exposure-related Symptoms Prevalence and Associated Factors Among Hospitality Industry Kitchen Workers in Ethiopia: Wet Bulb Globe Temperature,"['Melaku, Christian', 'Abere, Giziew', 'Zele, Yifokire T.', 'Mamaye, Yimer', 'Abebaw, Tadiwos', 'Bezie, Anmut E.', 'Tesfaye, Amensisa H.', 'Worede, Eshetu A.']",Safety and Health at Work,,,,2024,2024/09/07/,2093-7911,https://doi.org/10.1016/j.shaw.2024.08.002,['https://www.sciencedirect.com/science/article/pii/S2093791124000568'],"['Ethiopia', 'Heat-stress related symptoms', 'Kitchen workers', 'Wet bulb globe temperature', 'Occupational heat - exposure']","Background Occupational heat stress caused by excessive environmental heat gain disrupts thermoregulatory mechanisms and harm workers' health and productivity. Kitchens are known for their thermal risks; however, research on heat stress in kitchen is limited. This study aimed to bridge this knowledge gap by assessing, the prevalence of heat-stress-related symptoms, and associated factors among kitchen workers in Gondar City, Ethiopia. Methods This institutional-based cross-sectional study (April to June 2023) evaluated heat stress among hospitality kitchen workers in Ethiopia. Heat exposure was measured using hygrometers. A simple random sample of 605 participants completed a survey and data was exported to Statistical Package for Social Science version 26. To assess strength and direction an adjusted odds ratio with 95% confidence interval (CI) was employed. A p-value of less than 0.05 was utilized to identify significant associations. Results Over the last 6 months 67.1% (95% CI: 63.0, 71.1), of the participants reported heat-stress symptoms. Multivariable analysis revealed that age ≥40 years [AOR: 2.28; 95% CI (1.08, 4.82)], high workload [AOR: 1.89; 95% CI (1.04, 3.49)], poor heat mitigation practice [AOR: 2.39; 95% CI (1.58, 3.59), wood fuel [AOR: 2.60; 95% CI (1.54, 4.40)], improper ventilation [AOR: 3.28; 95% CI (1.56, 6.87)], and higher heat index value [AOR: 2.15; 95% CI (1.35, 3.42)] were factors significatly associated with heat stress related symptoms. Conclusion This study identified a high prevalence of heat–stress-related symptoms among kitchen workers. Mitigation strategies include improved ventilation, cooling, advanced building designs, and heat reduction technologies. Future research should utilize standard heat-stress assessment tools.",,
128,JOUR,Development of a comprehensive model and BFO algorithm for a dynamic cellular manufacturing system,"['Nouri, Hossein']",Applied Mathematical Modelling,40,1514,1531,2016,2016/01/15/,0307-904X,https://doi.org/10.1016/j.apm.2015.09.004,['https://www.sciencedirect.com/science/article/pii/S0307904X15004825'],"['Dynamic cellular manufacturing systems', 'Cell formation', 'Outsourcing', 'Workload balancing', 'Bacteria foraging optimization algorithm', 'MOMBATCH']","A comprehensive multiobjective model of the cellular manufacturing system (CMS) operating in a dynamic environment is developed. The proposed algorithm takes into consideration various important cell design issues, such as machine assignment, intercell/intracell material handling, worker assignment, outsourcing and workload balancing based on operational time and operation sequence of the parts. Workload balancing among cells tends to increase CMS processing costs, and hence the use of multiobjective optimization methods is required for CMS solutions that are optimal and feasible. A multiobjective matrix-based bacteria foraging optimization algorithm with traced constraint handling (MOMBATCH) is developed for this purpose. The performance of the proposed algorithm is compared with that of the non-dominated sorting genetic algorithm II method that is frequently reported in the literature and the off-the-shelf program CPLEX. The results show that MOMBATCH solves problems more efficiently in terms of finding optimal solutions while maintaining the Pareto frontier diversity.",2,
129,JOUR,"Change detection support for supervisory controllers of highly automated systems: Effects on performance, mental workload, and recovery of situation awareness following interruptions","['van der Kleij, Rick', 'Hueting, Tom', 'Schraagen, Jan Maarten']",International Journal of Industrial Ergonomics,66,75,84,2018,2018/07/01/,0169-8141,https://doi.org/10.1016/j.ergon.2018.02.010,['https://www.sciencedirect.com/science/article/pii/S0169814117300136'],"['Situation Awareness Recovery (SAR)', 'Dynamic positioning', 'Management-by-exception', 'Out-of-the-loop (OOTL) performance problem', 'Human-automation collaboration']","Dynamic Positioning (DP) is a computer-controlled process to automatically keep a floating vessel at a specific position or to follow a pre-defined path (tracking) by using its own propellers and thrusters. The human supervisory controller has no direct need to constantly know what the status is of all parts of the automation and the system it is controlling, because the highly automated DPS is controlling all components itself. Only after a failure arises, the operator needs to take over manual control and take appropriate action(s) to prevent the failure from harming the operation. As the supervisory controller may be out of the loop, swiftly taking over control may be problematic when failures arise. The purpose of the current study was to investigate whether automation of change detection enables human operators with low awareness of the automation and the system it is controlling to quickly recover awareness in emergency take-over situations. A 2 by 2 within subjects experiment was conducted using a DP simulation (n = 22). Within-subjects factors were support (Yes, No) and interruption (Yes, No). Results showed that change detection support helps in the process of recovering situation awareness after it has been reduced, due to an interruption of the primary task of overseeing the automation. Interestingly, support was not beneficial to the participants in all conditions. In non-interrupted conditions the support unexpectedly resulted in higher workload, raising questions whether supervisory controllers should be supported continuously or only when it is required. Relevance to industry: The results show that change detection support has potential value in operational maritime environments, especially in situations where the DP operator has low situation awareness. Future research should investigate whether adaptive aiding could alleviate some of the negative effects of non-adaptive operator support in maritime environments.",,
130,JOUR,Mutualistic and Adaptive Human-Machine Collaboration Based on Machine Learning in an Injection Moulding Manufacturing Line,"['Bettoni, Andrea', 'Montini, Elias', 'Righi, Massimiliano', 'Villani, Valeria', 'Tsvetanov, Radostin', 'Borgia, Stefano', 'Secchi, Cristian', 'Carpanzano, Emanuele']",Procedia CIRP,93,395,400,2020,2020/01/01/,2212-8271,https://doi.org/10.1016/j.procir.2020.04.119,['https://www.sciencedirect.com/science/article/pii/S221282712030754X'],"['human-machine collaboration', 'adaptive automation', 'machine learning']","This paper proposes an adaptive human-machine collaboration paradigm based on machine learning. Human-machine collaboration requires more than letting humans and machines interact according to fixed rules. A decision-maker is needed to assess production status and to activate adaptations that improve productivity and workers’ well-being. The proposed solution has been tested in an injection moulding manufacturing line. By introducing a physiological monitoring system and a smart decision-maker, relief from fatigue and mental stress is pursued by adjusting the level of support offered through a cobot. Results reported a reduction of operators’ physical and mental workload as well as productivity increase.",,53rd CIRP Conference on Manufacturing Systems 2020
