,Title,Abstract,Authors,Keywords,DOI,ISSN,Publication Year
862,Forest harvesting in rural properties: Risks and worsening to the worker’s health under the ergonomics approach,"Through an ergonomic approach, this study aimed to evaluate whether workers involved in forest harvesting activities in rural properties are subject to the development of work-related diseases, as well as their consequences. A cross-sectional study with 267 forest workers in rural properties in the Brazilian Central region was used. The following evaluations were performed for each of the activities (felling, delimbing, tracing, manual extraction and manual loading): physical workload evaluation; biomechanical evaluation; risk of repetitive strain injuries/work-related musculoskeletal disorders; environmental noise and vibration factors, where relevant, and thermal overload through the Wetbulb Globe Temperature index. The results showed that in general the physical workload was very high, exceeding the cardiovascular load limits and adding to the need for work reorganization. All activities exposed workers to serious and imminent risks of developing injuries to the spine and lower limbs. Likewise, in general the risk of the appearance of RSI/WMSDs was very high for all activities evaluated. Such results are due to the combination of organizational work factors and factors of the work environment such as exposure to bad weather, uneven terrain, lifting and handling loads above tolerable limits, excessive noise and thermal overload. All of this allows to conclude that ergonomic risks and workers’ health hazards in forest harvesting in rural properties are latent and very worrying, and that these workers are exposed to a form of labor exploitation that invariably leads to physical and emotional exhaustion and therefore to their decreased labor capacity and useful working life.","['Schettino, Stanley', 'Minette, Luciano José', 'Andrade Lima, Roldão Carlos', 'Pedroso Nascimento, Glicia Silvania', 'Caçador, Silvio Sérgio', 'Leme Vieira, Marlice Paes']","['Forest management', 'Forest work', ""Worker's health"", 'Ergonomic risk']",https://doi.org/10.1016/j.ergon.2021.103087,0169-8141,2021
863,Analysis of upper-limb muscle fatigue in the process of rotary handling,"Workers engaged in repetitive manual material handling (MMH) generally suffer from work-related musculoskeletal disorders (WMSDs), particularly in the arms, shoulders, neck, and waist; this significantly limits the individual's strength and ability to work. Currently, research on upper-limb injuries affecting manufacturing workers focusses on the effect of different working conditions on specific muscle fatigue. However, research on the fatigue transformation relationship among various muscles in the process of working is lacking. Therefore, the purpose of this study was to investigate the fatigue changes between the upper-limb muscles during rotary handing. In this study, 13 male subjects were studied to simulate rotating handling during the manual handling process using surface electromyography (sEMG). Handling angles of 90°, 45°, and 0° were arranged as single variables to conduct the single-factor experiment. The sEMG of the brachioradialis, biceps brachii, trapezius, and multifidus muscle was measured during the operation. The results of this study indicate that the characteristics of muscle fatigue are different at different rotation angles: the multifidus muscle and trapezius were fatigued when the rotation was 90°. Under the condition of a 45° rotation, the activities of the four muscles fluctuated significantly. The slope of the median frequency of the muscles was positive, the load of the four muscles was evenly distributed, and no local fatigue was observed. Under the condition of a 0° rotation, the sEMG indicated that the brachioradialis muscle was fatigued, while the other three muscles had lower loads.","['Yu, Na', 'Hong, Lian', 'Guo, Jing']","['Rotary handling', 'Upper limb', 'Muscle fatigue']",https://doi.org/10.1016/j.ergon.2021.103109,0169-8141,2021
864,How Resilient are Lucid Motivators? Endeavoring Reforms for Effects of Psycho-social Factors on Workers Health Through Concurrent Engineering,"Background As the tremendous impact of extreme workloads, arduous working conditions, and disorganization disrupt humane job definitions in some industries, the need for workplace re-articulation was interfered to ameliorate psycho-social factors and suggest organizational intervention strategies. Especially for colossally wounded health-care (HC) systems, today it is now even more unrealizable to retain workforce resilience considering the immense impact of overwhelming working conditions. Methods This study introduces employment of concurrent engineering tools to re-design humane workplaces annihilating abatement over devoured resources. The study handles HC-workforce resilience in a pioneering motive to introduce transformation of well-known motivators and proposes solutions for retention and resilience issues grounding on HC workers’ own voice. Results The proposed adjustable approach introduces integral use of focus group studies, SWARA, and QFD methods, and was practiced on a real-world case regarding Turkish HC workforce. The paper also presents widespread effects of findings by tendering generalized psycho-social rehabilitation strategies. Results confirmed the modifications of the most potent incessant motivators. Conclusion “Burn out issues” and “Challenging work” were found as the most important motivator and satisfier, respectively, to be exigently fulfilled. Corrective interventions, required resolutions, and workplace articulation connotations were arbitrated in terms of entire outcomes on four dimensions in three different planning periods considering the current status, repercussions of pandemic, and contingency of similar catastrophes. Descriptive illustrations were additionally presented to support deducted interpretations.","['Yılmaz Kaya, Burcu', 'Kılıç Delice, Elif']","['Concurrent engineering', 'Health and safety services', 'Human factors analysis', 'Multi-criteria decision-making', 'Occupational health and safety']",https://doi.org/10.1016/j.shaw.2024.05.003,2093-7911,2024
865,Solving the integrated cell formation and worker assignment problem using particle swarm optimization and linear programming,"Both cell design and human issues are important factors for successful implementation of cellular manufacturing. To better implement cellular manufacturing, we investigate the integrated cell formation and worker assignment problem (ICFWAP). A comprehensive linear model is developed for the ICFWAP to determine the optimal allocation of machines, parts and workers. Specific characteristics of this model include the simultaneous consideration of production planning, coexistence of alternative process routings, lot splitting, workload balancing between cells and worker over-assignment to multiple cells. Motivated by the inefficiency of exact approaches, this paper proposes a hybrid approach combining combinatorial particle swarm optimization and linear programming (CPSO-LP) to efficiently solve real-sized problems. In CPSO-LP, decision variables corresponding to part routing selection and part operation assignment are fixed and other variables are allowed to be changed. CPLEX is then used to solve the reduced LP problem. Numerical experiments validate the proposed model. Results reveal that worker over-assignment can reduce the number of workers hired and improve labor utilization rate. The better efficiency and effectiveness of CPSO-LP are proved by comparisons with CPLEX, a genetic algorithm (GA), CPSO, and a hybrid approach combining GA and LP.","['Feng, Hanxin', 'Da, Wen', 'Xi, Lifeng', 'Pan, Ershun', 'Xia, Tangbin']","['Cell formation', 'Worker assignment', 'Labor utilization', 'Particle swarm optimization', 'Linear programming']",https://doi.org/10.1016/j.cie.2017.05.038,0360-8352,2017
866,Deep learning-based smart task assistance in wearable augmented reality,"Wearable augmented reality (AR) smart glasses have been utilized in various applications such as training, maintenance, and collaboration. However, most previous research on wearable AR technology did not effectively supported situation-aware task assistance because of AR marker-based static visualization and registration. In this study, a smart and user-centric task assistance method is proposed, which combines deep learning-based object detection and instance segmentation with wearable AR technology to provide more effective visual guidance with less cognitive load. In particular, instance segmentation using the Mask R-CNN and markerless AR are combined to overlay the 3D spatial mapping of an actual object onto its surrounding real environment. In addition, 3D spatial information with instance segmentation is used to provide 3D task guidance and navigation, which helps the user to more easily identify and understand physical objects while moving around in the physical environment. Furthermore, 2.5D or 3D replicas support the 3D annotation and collaboration between different workers without predefined 3D models. Therefore, the user can perform more realistic manufacturing tasks in dynamic environments. To verify the usability and usefulness of the proposed method, we performed quantitative and qualitative analyses by conducting two user studies: 1) matching a virtual object to a real object in a real environment, and 2) performing a realistic task, that is, the maintenance and inspection of a 3D printer. We also implemented several viable applications supporting task assistance using the proposed deep learning-based task assistance in wearable AR.","['Park, Kyeong-Beom', 'Kim, Minseok', 'Choi, Sung Ho', 'Lee, Jae Yeol']","['Smart task assistance', 'Wearable augmented reality', 'Deep learning-based task assistance', 'AR smart glasses']",https://doi.org/10.1016/j.rcim.2019.101887,0736-5845,2020
867,In-situ or side-by-side? A user study on augmented reality maintenance instructions in blind areas,"In recent years, Augmented Reality (AR) has been effectively proposed as a tool to support workers in manual procedural tasks in industry, such as assembly and maintenance. It is very common for workers to deal with complete equipment in maintenance. Then, instructions may refer to components located in blind areas, i.e., visually occluded by part of the equipment. Displaying in-situ AR instructions in such blind areas requires handling occlusions; otherwise, side-by-side instructions can be exploited. In the literature, it is still unclear which solution better leverage workers’ performance in maintenance tasks accomplished in blind areas. Thus, we designed three AR presentation modes to convey maintenance instructions in a real machine: 3D in-situ rendered with X-ray technique; 3D side-by-side on a CAD model replicating the blind area; 2D side-by-side on a virtual mirror. We conducted a user study comparing these three presentation modes with a 2D drawing extracted from the original maintenance documentation of the machine. The performance of 42 participants was evaluated in terms of completion time, accuracy, and cognitive load. The results revealed that both in-situ and 3D side-by-side presentation modes perform better than 2D drawing. Specifically, the in-situ presentation mode outperforms the 3D side-by-side mode in terms of completion time. The side-by-side virtual mirror does not improve performance with respect to 2D drawing, then it needs to be redesigned for effective use in AR maintenance interfaces.","['Laviola, Enricoandrea', 'Gattullo, Michele', 'Evangelista, Alessandro', 'Fiorentino, Michele', 'Uva, Antonio Emmanuele']","['Augmented reality', 'Maintenance', 'Blind area', 'Occlusion', 'Work instructions', 'Industrial operator support']",https://doi.org/10.1016/j.compind.2022.103795,0166-3615,2023
868,A non-zero integer non-linear programming model for maintenance workforce sizing,"This paper formulates a non-linear integer programming model to solve a maintenance workforce sizing problem with a productivity improvement goal. This problem is modelled in a bi-objective framework that minimises the number of maintenance personnel while maximising their productivity levels. Inputs into the optimisation model include monthly and routine maintenance periods, volume of production, contingency maintenance time, use factor and priority factor among others. The model has been validated with real-life detergent factory data, demonstrating its potential usefulness. A principal novelty of the model is the inclusion of use factor, which captures how often maintenance technicians are busy on the job with respect to assigned tasks, including unanticipated high maintenance workload. The model has been solved using a branch and bound algorithm. The impact of workforce structure and workers’ salaries on model’s performance has been studied and sensitivity analysis carried out to investigate the changes to the optimal solution as a result of changes in the input data. The results show a reduction in the number of maintenance workforce personnel in comparing values with and without use factor in the model. The model’s ability to obtain global optimal result depends on the value of the minimum routine maintenance time within each maintenance section. Also, the model is shown to be sensitive to priority factor, which captures the appropriate ratio of full- and part-time workers under the same category. The model provides both an easy-to-use practical tool for maintenance managers and supervisors as well as a scientific tool for determining optimal maintenance workforce size for a manufacturing plant.","['Ighravwe, D.E.', 'Oke, S.A.']","['Maintenance workforce', 'Productivity', 'Goal programming', 'Use factor', 'Priority factor', 'Routine maintenance']",https://doi.org/10.1016/j.ijpe.2014.01.004,0925-5273,2014
869,"Physiological Workload of Hill Farm Women of Meghalaya, India Involved in Firewood Collection","Women are not only carriers of human race but civilization and sustainable development rest on them. Their role is quietly appreciated without economic recognition, regard and accountability. The household activities farm women of Meghalaya do are labour intensive, time consuming, arduous, monotonous, repetitive, manual and within economic return resulting in fatigue and drudgery. This study was conducted to determine the perceived physiological exertion, physiological responses and musculoskeletal problem while doing the activity of firewood collection. The subject included forty tribal women of West Garo Hill of Meghalaya within the age group of 20 to 50 years having the average BMI of 21.74, Lean body mass 31.99kg., fat weight 12.59kg., VO2 max. 25.59ml/kg/min and grip strength of 28.59kg. While doing the activity average heart rate, energy expenditure, total cardiac cost of work and physiological cost of work were 129.67 bpm, 11.90 kj/min, 8529.59 beats and 47.92ppm, respectively. The cardiovascular stress index was quite high (47.25) in comparison to many workers involved in factory activities. Perceived physical exertion was rated by farm women as “heavy to very heavy”. Incidences of musculoskeletal problem were also very high as farm women reported that they had severe to very severe pain in upper and lower back, neck, head, arm, wrist and fingers.","['Borah, Swapnali']","['Drudgery', 'Physiological responses', 'Musculoskeletal problem']",https://doi.org/10.1016/j.promfg.2015.07.648,2351-9789,2015
870,Fatigue differences between Asian and Western populations in prolonged mentally demanding work-tasks,"Introduction With an increase in the number of mentally demanding jobs, as well as the increase in work performed while sedentary, there is a growing imbalance in the use of body resources. This often results in an increase in fatigue in the working population. The diversity of the workforce is also increasing, whereas physiological differences based on culture are important to consider. The objective of this study was to identify the differences in the levels of fatigue in the workplace experienced by Asian and Western workers in mentally demanding jobs. Method Eight Asian and eight Western participants completed an observation-based study. Each participant was observed for four hours in their workplace while they were working on highly mentally demanding work-tasks either computer programming or mathematical simulations. To balance the effect of time, half of the participants from each ethnic group were observed in the morning session and the other half in the afternoon session. Perceived fatigue was measured every 30 min using the single dimensional Borg and multidimensional SOFI scales. Workload was measured using NASA-TLX, and as a change in resting heart rate. Result Ethnicity and time interacted to significantly affect the perceived fatigue measured by Borg (F (9,126) = 2.03, p = 0.0412) and SOFI (F(9,126) = 3.28, p = 0.0013) scales. Asian participants reported significantly higher workload measured by NASA-TLX scores (F(1, 14) = 3.68, p = 0.0024) and change in resting heart rate (F(1, 14) = 7.77, p = 0.0145) was measured higher compared to Western participants. Unlike fatigue, no significant interactions were observed between time and ethnicity to affect either NASA-TLX scores or change in resting heart rate. Post-hoc analyses show that the rate of fatigue was higher for Asian participants. Correlations between the dependent variables were significant (p < 0.0001), with a stronger correlation identified for Asian participants. Conclusion As compared to the Western participants, Asian participants reported higher values in all dependent measures, including fatigue in both scales, NASA-TLX scores, and change in resting heart rate. Relevance to industry The significant growth in white-collar as well as mentally demanding jobs requires more cognitive resources, while reducing physical activities. The consequences of the imbalances in the use of body resources have yet to be studied. This study has been designed to investigate the issues of imbalance in the workplace.","['Ahmed, Shaheen', 'Babski-Reeves, Kari', 'DuBien, Janice', 'Webb, Heather', 'Strawderman, Lesley']","['Fatigue', 'Ethnicity', 'Asian', 'Western', 'Mental', 'Work-task']",https://doi.org/10.1016/j.ergon.2016.05.005,0169-8141,2016
871,The Occupational Heat Exposure-related Symptoms Prevalence and Associated Factors Among Hospitality Industry Kitchen Workers in Ethiopia: Wet Bulb Globe Temperature,"Background Occupational heat stress caused by excessive environmental heat gain disrupts thermoregulatory mechanisms and harm workers' health and productivity. Kitchens are known for their thermal risks; however, research on heat stress in kitchen is limited. This study aimed to bridge this knowledge gap by assessing, the prevalence of heat-stress-related symptoms, and associated factors among kitchen workers in Gondar City, Ethiopia. Methods This institutional-based cross-sectional study (April to June 2023) evaluated heat stress among hospitality kitchen workers in Ethiopia. Heat exposure was measured using hygrometers. A simple random sample of 605 participants completed a survey and data was exported to Statistical Package for Social Science version 26. To assess strength and direction an adjusted odds ratio with 95% confidence interval (CI) was employed. A p-value of less than 0.05 was utilized to identify significant associations. Results Over the last 6 months 67.1% (95% CI: 63.0, 71.1), of the participants reported heat-stress symptoms. Multivariable analysis revealed that age ≥40 years [AOR: 2.28; 95% CI (1.08, 4.82)], high workload [AOR: 1.89; 95% CI (1.04, 3.49)], poor heat mitigation practice [AOR: 2.39; 95% CI (1.58, 3.59), wood fuel [AOR: 2.60; 95% CI (1.54, 4.40)], improper ventilation [AOR: 3.28; 95% CI (1.56, 6.87)], and higher heat index value [AOR: 2.15; 95% CI (1.35, 3.42)] were factors significatly associated with heat stress related symptoms. Conclusion This study identified a high prevalence of heat–stress-related symptoms among kitchen workers. Mitigation strategies include improved ventilation, cooling, advanced building designs, and heat reduction technologies. Future research should utilize standard heat-stress assessment tools.","['Melaku, Christian', 'Abere, Giziew', 'Zele, Yifokire T.', 'Mamaye, Yimer', 'Abebaw, Tadiwos', 'Bezie, Anmut E.', 'Tesfaye, Amensisa H.', 'Worede, Eshetu A.']","['Ethiopia', 'Heat-stress related symptoms', 'Kitchen workers', 'Wet bulb globe temperature', 'Occupational heat - exposure']",https://doi.org/10.1016/j.shaw.2024.08.002,2093-7911,2024
872,Development of a comprehensive model and BFO algorithm for a dynamic cellular manufacturing system,"A comprehensive multiobjective model of the cellular manufacturing system (CMS) operating in a dynamic environment is developed. The proposed algorithm takes into consideration various important cell design issues, such as machine assignment, intercell/intracell material handling, worker assignment, outsourcing and workload balancing based on operational time and operation sequence of the parts. Workload balancing among cells tends to increase CMS processing costs, and hence the use of multiobjective optimization methods is required for CMS solutions that are optimal and feasible. A multiobjective matrix-based bacteria foraging optimization algorithm with traced constraint handling (MOMBATCH) is developed for this purpose. The performance of the proposed algorithm is compared with that of the non-dominated sorting genetic algorithm II method that is frequently reported in the literature and the off-the-shelf program CPLEX. The results show that MOMBATCH solves problems more efficiently in terms of finding optimal solutions while maintaining the Pareto frontier diversity.","['Nouri, Hossein']","['Dynamic cellular manufacturing systems', 'Cell formation', 'Outsourcing', 'Workload balancing', 'Bacteria foraging optimization algorithm', 'MOMBATCH']",https://doi.org/10.1016/j.apm.2015.09.004,0307-904X,2016
873,"Change detection support for supervisory controllers of highly automated systems: Effects on performance, mental workload, and recovery of situation awareness following interruptions","Dynamic Positioning (DP) is a computer-controlled process to automatically keep a floating vessel at a specific position or to follow a pre-defined path (tracking) by using its own propellers and thrusters. The human supervisory controller has no direct need to constantly know what the status is of all parts of the automation and the system it is controlling, because the highly automated DPS is controlling all components itself. Only after a failure arises, the operator needs to take over manual control and take appropriate action(s) to prevent the failure from harming the operation. As the supervisory controller may be out of the loop, swiftly taking over control may be problematic when failures arise. The purpose of the current study was to investigate whether automation of change detection enables human operators with low awareness of the automation and the system it is controlling to quickly recover awareness in emergency take-over situations. A 2 by 2 within subjects experiment was conducted using a DP simulation (n = 22). Within-subjects factors were support (Yes, No) and interruption (Yes, No). Results showed that change detection support helps in the process of recovering situation awareness after it has been reduced, due to an interruption of the primary task of overseeing the automation. Interestingly, support was not beneficial to the participants in all conditions. In non-interrupted conditions the support unexpectedly resulted in higher workload, raising questions whether supervisory controllers should be supported continuously or only when it is required. Relevance to industry: The results show that change detection support has potential value in operational maritime environments, especially in situations where the DP operator has low situation awareness. Future research should investigate whether adaptive aiding could alleviate some of the negative effects of non-adaptive operator support in maritime environments.","['van der Kleij, Rick', 'Hueting, Tom', 'Schraagen, Jan Maarten']","['Situation Awareness Recovery (SAR)', 'Dynamic positioning', 'Management-by-exception', 'Out-of-the-loop (OOTL) performance problem', 'Human-automation collaboration']",https://doi.org/10.1016/j.ergon.2018.02.010,0169-8141,2018
874,Mutualistic and Adaptive Human-Machine Collaboration Based on Machine Learning in an Injection Moulding Manufacturing Line,"This paper proposes an adaptive human-machine collaboration paradigm based on machine learning. Human-machine collaboration requires more than letting humans and machines interact according to fixed rules. A decision-maker is needed to assess production status and to activate adaptations that improve productivity and workers’ well-being. The proposed solution has been tested in an injection moulding manufacturing line. By introducing a physiological monitoring system and a smart decision-maker, relief from fatigue and mental stress is pursued by adjusting the level of support offered through a cobot. Results reported a reduction of operators’ physical and mental workload as well as productivity increase.","['Bettoni, Andrea', 'Montini, Elias', 'Righi, Massimiliano', 'Villani, Valeria', 'Tsvetanov, Radostin', 'Borgia, Stefano', 'Secchi, Cristian', 'Carpanzano, Emanuele']","['human-machine collaboration', 'adaptive automation', 'machine learning']",https://doi.org/10.1016/j.procir.2020.04.119,2212-8271,2020
875,Awareness of the real-world environment when using augmented reality head-mounted display,"Augmented reality (AR) systems are becoming common tools in industrial workplaces. However, factory workers are still concerned about whether head-mounted display (HMD)-based AR systems distract their awareness of the environment and therefore pose safety risks. The purpose of this study was to assess users' experience of real-world awareness when using an AR system. 19 study participants played a wooden block logic game in a laboratory with three different setups: real, AR and virtual reality (VR). Based on this study, it can be concluded that HMD-based AR systems do not decrease users’ awareness of their surroundings if the virtual content is minimal and the task is done while seated. However, it was seen that more research in this area with more interactive virtual content is required. This study is an important step in understanding how AR may affect future work in industrial and safety-critical environments.","['Aromaa, Susanna', 'Väätänen, Antti', 'Aaltonen, Iina', 'Goriachev, Vladimir', 'Helin, Kaj', 'Karjalainen, Jaakko']","['Augmented reality', 'Awareness', 'Workload']",https://doi.org/10.1016/j.apergo.2020.103145,0003-6870,2020
876,The warehouse-inventory-transportation problem for supply chains,"Warehouses play a vital role in mitigating variations in supply and demand, and in providing value-added services in a supply chain. However, our observation of supply chain practice reveals that warehousing decisions are not included when developing a distribution plan for the supply chain. This lack of integration has resulted in a substantial variation in workload (42–220%) at our industry partner’s warehouse costing them millions of dollars. To address this real-world challenge, we introduce the warehouse-inventory-transportation problem (WITP) of determining an optimal distribution plan from vendors to customers via one or more warehouses in order to minimize the total distribution cost. We present a nonlinear integer programming model for the WITP considering supply chains with multiple vendors, stores, products, and time-periods, and one warehouse. The model also considers worker congestion at the warehouse that could affect worker productivity. A heuristic based on iterative local search is developed to solve industry-sized problems with up to 500 stores and 1000 products. Our experiments indicate that the distribution plans obtained via the WITP, as compared to a sequential approach, result in a substantial reduction in workload variance at the warehouse, while considerably reducing the total distribution cost. These plans, however, are sensitive to aisle configuration and technology at the warehouse, and the level and productivity of temporary workers.","['Sainathuni, Bhanuteja', 'Parikh, Pratik J.', 'Zhang, Xinhui', 'Kong, Nan']","['Warehousing', 'Picker blocking', 'Logistics', 'Workload variance']",https://doi.org/10.1016/j.ejor.2014.02.007,0377-2217,2014
877,Forearm muscle hemodynamic responses in healthy men during a seven-hour exposure to repetitive ulnar deviation task – A psychophysiological study,"The purpose was to evaluate vascular hemodynamics in the forearm of fourteen healthy men over a seven-hour workday of repetitive work at and above their acceptable workload. Participants performed an ulnar deviation task at a frequency of 15 repetitions per minute for seven hours: at their psychophysically chosen acceptable torque (day 1), and at 25% above the acceptable torque (day 2). Hemodynamic responses (Tissue oxygenation index [TOI] and Tissue Hemoglobin Index [THI]) from the carpi ulnaris flexor and extensor muscle regions of the right hand were collected for the last 5 min of every hour of task performance. Participants selected their acceptable torque as 3.97 ± 2.5 N.m. (minimum: 1.0 and maximum: 9.8 N.m.). During task performance from 1 to 7 h, both tissue hemodynamic responses were not influenced by increasing the workload to above their acceptable level (P > 0.05). Therefore, increasing the acceptable load by 25% will not diminish the adequate supply and delivery of oxygen to the muscle regions recruited. When blood flow to the forearm was occluded (for 1 min) immediately after the final repetition of the seven-hour task, the half-time recovery, a noninvasive indicator of muscle oxidative capacity, was not significantly different between workloads (average TOI: 10.2 s at the acceptable workload versus 10.8 s at 25% above the acceptable workload, P > 0.05; and average THI: 10.1 s at the acceptable workload versus 10.0 s at 25% above the acceptable workload, P > 0.05). This is a remarkable finding as we hypothesized that recovery in each muscle might be longer for a workload that is greater than the acceptable level for an individual. The fact that hemodynamic responses were also similar during recovery from the task performance across both workloads imply the protectiveness of the psychophysical approach in assessing the physical ability of workers without anoxia or tissue hypoxia, thereby posing no injury to the muscles recruited. Relevance to industry Scientific discipline of “Psychophysics” has been instrumental in developing safe levels of workload to workers exposed to variety of occupational activities without risking injury or adverse health effects. The present optical spectroscopy-related study is an excellent example of integrating two scientific disciplines: Psychophysics and Work physiology in examining the influence of a seven-hour repetitive work exposure on muscle hemodynamics of the upper extremity.","['Maikala, Rammohan V.', 'Ciriello, Vincent M.', ""O'Brien, Niall V."", 'Banks, Jacob J.', 'Rivard, Amanda J.']","['Half-time recovery', 'Muscle vascularity', 'Near-infrared spectroscopy', 'Psychophysiology', 'Tissue Hemoglobin Index', 'Tissue Oxygenation Index']",https://doi.org/10.1016/j.ergon.2014.01.006,0169-8141,2014
878,Contributors to Fatigue of Mine Workers in the South African Gold and Platinum Sector,"Background Mine workers in South Africa face challenges relating to poor health and safety, including fatigue risks, and poor socioeconomic and living conditions. Fatigue results in impaired mental and physical performance. The aim of this study was to assess contributors to fatigue of mine workers in South Africa. Methods Data collection took place at four gold mines and one platinum mine in South Africa. A total of 21 focus groups were held with individuals in management, union representatives, and mine workers, and 564 questionnaires were completed by mine workers to gather information about fatigue and potential contributors to fatigue at these mines. Results Qualitatively (through focus groups), fatigue was attributed to extended working hours, harsh working conditions, high workloads, production pressure, and resource constraints, along with aspects relating to demographic and socioeconomic factors, living conditions, lifestyle, health, and wellness. Greater fatigue was significantly associated with younger age, indebtedness, a lack of exercise, poor nutrition, less sleep, increased alcohol use, poor self-reported health, more sick leave, higher stress, and lower job satisfaction. Conclusion The aim of the study was achieved; numerous work-, sociodemographic-, lifestyle-, and wellness-related factors were linked to fatigue in the participating mine workers. Contributors to fatigue should be addressed to improve health, safety, and sustainability in the industry.","['Pelders, Jodi', 'Nelson, Gill']","['Environment and public health', 'Fatigue', 'Mining', 'Occupational stress', 'Risk evaluation and mitigation']",https://doi.org/10.1016/j.shaw.2018.12.002,2093-7911,2019
879,Experimental study of the physical impact of a passive exoskeleton on manual sanding operations,"Every year, companies spend millions of euros for Work related musculoskeletal disorders (WMSDs). In order to reduce this cost and pain at work, they started to integrate Physical Assistance Device (PAD) such as exoskeletons. These new products aim to provide physical assistance to the operator but their integration is facing many barriers such as morphological adaptability, bad usability and a negative perception among workers. Exoskeletons are bringing a new type of interaction with human that is crucial to understand. This paper addresses the emerging issue of the impact of PAD on the hardness of manufacturing working tasks and on the usability satisfaction of workers. The use case focuses on a sanding operation on a catamaran hull, with an upper body passive exoskeleton provided by our partner Skel-ex. Experimental measurements such as cardiac cost, posture analysis and usability tests are carried out on a set of participants during finishing tasks. In order to better understand how exoskeletons support able-bodied people at work and reduce fatigue, we present results that show a positive impact of the assistance on physical workload.","['Moyon, Aurélie', 'Poirson, Emilie', 'Petiot, Jean-François']","['Ergonomics', 'Design method', 'Strain', 'Physical Assistive Device (PAD)']",https://doi.org/10.1016/j.procir.2018.04.028,2212-8271,2018
880,Occupational Heat Stress Impacts on Health and Productivity in a Steel Industry in Southern India,"Background Workers laboring in steel industries in tropical settings with high ambient temperatures are subjected to thermally stressful environments that can create well-known risks of heat-related illnesses and limit workers’ productivity. Methods A cross-sectional study undertaken in a steel industry in a city nicknamed “Steel City” in Southern India assessed thermal stress by wet bulb globe temperature (WBGT) and level of dehydration from urine color and urine specific gravity. A structured questionnaire captured self-reported heat-related health symptoms of workers. Results Some 90% WBGT measurements were higher than recommended threshold limit values (27.2–41.7°C) for heavy and moderate workloads and radiational heat from processes were very high in blooming-mill/coke-oven (67.6°C globe temperature). Widespread heat-related health concerns were prevalent among workers, including excessive sweating, fatigue, and tiredness reported by 50% workers. Productivity loss was significantly reported high in workers with direct heat exposures compared to those with indirect heat exposures (χ2 = 26.1258, degrees of freedom = 1, p<0.001). Change in urine color was 7.4 times higher among workers exposed to WBGTs above threshold limit values (TLVs). Conclusion Preliminary evidence shows that high heat exposures and heavy workload adversely affect the workers’ health and reduce their work capacities. Health and productivity risks in developing tropical country work settings can be further aggravated by the predicted temperature rise due to climate change, without appropriate interventions. Apart from industries enhancing welfare facilities and designing control interventions, further physiological studies with a seasonal approach and interventional studies are needed to strengthen evidence for developing comprehensive policies to protect workers employed in high heat industries.","['Krishnamurthy, Manikandan', 'Ramalingam, Paramesh', 'Perumal, Kumaravel', 'Kamalakannan, Latha Perumal', 'Chinnadurai, Jeremiah', 'Shanmugam, Rekha', 'Srinivasan, Krishnan', 'Venugopal, Vidhya']","['climate change', 'health risks', 'occupational heat stress', 'productivity loss', 'steel industry']",https://doi.org/10.1016/j.shaw.2016.08.005,2093-7911,2017
881,User experience and interaction performance in 2D/3D telecollaboration,"Affordable 3D cameras, mixed reality headsets, and 3D displays have recently pushed the Augmented Reality (AR) and Virtual Reality (VR) technologies into the consumer market. While these technologies have been adopted in video-game and entertainment industry, the adoption for professional use, such as in industrial and business environment, health-care, and education is still lagging behind. In light of recent advances in mobile communications, AR/VR could pave the way for novel interaction and collaboration of geographically distributed users. Despite the technology being available, majority of communication is still accomplished using traditional video conferencing technology which lacks interactivity, depth perception, and ability to convey non-verbal cues in communication. 3D systems for communication have been proposed to overcome these limitations; however, very few studies looked into the performance and interaction with such technologies. In this paper, we report on a study that examined telecollaboration scenario with three different modalities: 2D video-conferencing, 3D stereoscopic interface, and 3D stereoscopic interface with augmented visual feedback. Twenty participants worked in pairs, assuming the roles of instructor and worker, to remotely interact and perform a set of assembly tasks.","['Anton, David', 'Kurillo, Gregorij', 'Bajcsy, Ruzena']","['Telecollaboration', 'Remote interaction', '3D interaction', 'Augmented reality', 'Virtual reality', 'Telepresence']",https://doi.org/10.1016/j.future.2017.12.055,0167-739X,2018
