,Publication Type,Article Title,Authors,Source Title,Volume,Start Page,End Page,Publication Year,Publication Date,Conference Title,ISSN,DOI,DOI Link,Author Keywords,Abstract,Issue
972,JOUR,Novel multi-cluster workflow system to support real-time HPC-enabled epidemic science: Investigating the impact of vaccine acceptance on COVID-19 spread,"['Bhattacharya, Parantapa', 'Machi, Dustin', 'Chen, Jiangzhuo', 'Hoops, Stefan', 'Lewis, Bryan', 'Mortveit, Henning', 'Venkatramanan, Srinivasan', 'Wilson, Mandy L.', 'Marathe, Achla', 'Porebski, Przemyslaw', 'Klahn, Brian', 'Outten, Joseph', 'Vullikanti, Anil', 'Xie, Dawen', 'Adiga, Abhijin', 'Brown, Shawn', 'Barrett, Christopher', 'Marathe, Madhav']",Journal of Parallel and Distributed Computing,191,104899,,2024,2024/09/01/,,0743-7315,https://doi.org/10.1016/j.jpdc.2024.104899,['https://www.sciencedirect.com/science/article/pii/S0743731524000637'],"['High performance computing workflow', 'Agent-based modeling and simulation', 'Covid-19 vaccine acceptance']","We present MacKenzie, a HPC-driven multi-cluster workflow system that was used repeatedly to configure and execute fine-grained US national-scale epidemic simulation models during the COVID-19 pandemic. Mackenzie supported federal and Virginia policymakers, in real-time, for a large number of “what-if” scenarios during the COVID-19 pandemic, and continues to be used to answer related questions as COVID-19 transitions to the endemic stage of the disease. MacKenzie is a novel HPC meta-scheduler that can execute US-scale simulation models and associated workflows that typically present significant big data challenges. The meta-scheduler optimizes the total execution time of simulations in the workflow, and helps improve overall human productivity. As an exemplar of the kind of studies that can be conducted using Mackenzie, we present a modeling study to understand the impact of vaccine-acceptance in controlling the spread of COVID-19 in the US. We use a 288 million node synthetic social contact network (digital twin) spanning all 50 US states plus Washington DC, comprised of 3300 counties, with 12 billion daily interactions. The highly-resolved agent-based model used for the epidemic simulations uses realistic information about disease progression, vaccine uptake, production schedules, acceptance trends, prevalence, and social distancing guidelines. Computational experiments show that, for the simulation workload discussed above, MacKenzie is able to scale up well to 10 K CPU cores. Our modeling results show that, when compared to faster and accelerating vaccinations, slower vaccination rates due to vaccine hesitancy cause averted infections to drop from 6.7M to 4.5M, and averted total deaths to drop from 39.4 K to 28.2 K across the US. This occurs despite the fact that the final vaccine coverage is the same in both scenarios. We also find that if vaccine acceptance could be increased by 10% in all states, averted infections could be increased from 4.5M to 4.7M (a 4.4% improvement) and total averted deaths could be increased from 28.2 K to 29.9 K (a 6% improvement) nationwide.",
973,JOUR,Feel the noise: Mid-air ultrasound haptics as a novel human-vehicle interaction paradigm,"['Large, David R.', 'Harrington, Kyle', 'Burnett, Gary', 'Georgiou, Orestis']",Applied Ergonomics,81,102909,,2019,2019/11/01/,,0003-6870,https://doi.org/10.1016/j.apergo.2019.102909,['https://www.sciencedirect.com/science/article/pii/S0003687019301395'],"['Ultrasound', 'Mid-air haptics', 'Gestures', 'Visual demand', 'Touchscreen', 'Driving']","Focussed ultrasound can be used to create the sensation of touch in mid-air. Combined with gestures, this can provide haptic feedback to guide users, thereby overcoming the lack of agency associated with pure gestural interfaces, and reducing the need for vision – it is therefore particularly apropos of the driving domain. In a counter-balanced 2 × 2 driving simulator study, a traditional in-vehicle touchscreen was compared with a virtual mid-air gestural interface, both with and without ultrasound haptics. Forty-eight experienced drivers (28 male, 20 female) undertook representative in-vehicle tasks – discrete target selections and continuous slider-bar manipulations – whilst driving. Results show that haptifying gestures with ultrasound was particularly effective in reducing visual demand (number of long glances and mean off-road glance time), and increasing performance (shortest interaction times, highest number of correct responses and least ‘overshoots’) associated with continuous tasks. In contrast, for discrete, target-selections, the touchscreen enabled the highest accuracy and quickest responses, particularly when combined with haptic feedback to guide interactions, although this also increased visual demand. Subjectively, the gesture interfaces invited higher ratings of arousal compared to the more familiar touch-surface technology, and participants indicated the lowest levels of workload (highest performance, lowest frustration) associated with the gesture-haptics interface. In addition, gestures were preferred by participants for continuous tasks. The study shows practical utility and clear potential for the use of haptified gestures in the automotive domain.",
974,JOUR,Systematic simulation based approach for the identification and implementation of a scheduling rule in the aircraft engine maintenance,"['Reményi, Christoph', 'Staudacher, Stephan']",International Journal of Production Economics,147,94,107,2014,2014/01/01/,,0925-5273,https://doi.org/10.1016/j.ijpe.2012.10.022,['https://www.sciencedirect.com/science/article/pii/S092552731200463X'],"['Aircraft engine maintenance', 'Scheduling rules', 'Production planning and control', 'Simulation']","In the current situation of fluctuating demands and market driven turbulences, new part manufactures have to deal with many turbulence factors. Companies operating in the MRO (maintenance, repair and overhaul) sector have to additionally deal with major variations of work load and work contents. In addition, the operational processes of the maintenance contractors are strongly affected by the influence of the customers. The delivery date of the corresponding order is highly influenced by the customer. Besides the information about the actual work load is only completely known when the inspection is completed. Since the planning of the maintenance event and the maintenance operation are hard to handle, the focus of the approach presented in this paper is set on improving the maintenance operation by finding suitable scheduling rules for the job-shop operation of the maintenance. We hypothesize that the use of scheduling rules can improve the maintenance operation. The main question which is answered in this paper is the question if an improvement of the logistical targets of the maintenance system can be accomplished with the use of decentralized scheduling rules. As part of the examination, a systematic simulation based approach for the identification of scheduling rules is defined. Due to the need of different studies, a simulation model is developed. With this model, the different simulation studies can easily be accomplished. The simulation results show an influence of the decentralized scheduling before each of the machine tools. The best results were achieved by the combinations of FIFO/Slack and ESD/Slack with an influence on the target values on-time delivery, work in progress, the throughput, the performance and the throughput time. Further on a tool for the implementation of the identified scheduling rule in a decentralized shop control is described. Besides the validation of the tool in an aircraft engine company is made. The application of a Slack rule during a period with increased workload of 36% showed a nearly constant on-time delivery.",
975,JOUR,Sleep and take-over in automated driving,"['Hirsch, Maria', 'Diederichs, Frederik', 'Widlroither, Harald', 'Graf, Ralf', 'Bischoff, Sven']",International Journal of Transportation Science and Technology,9,42,51,2020,2020/03/01/,,2046-0430,https://doi.org/10.1016/j.ijtst.2019.09.003,['https://www.sciencedirect.com/science/article/pii/S2046043019301091'],"['Autonomous driving', 'Sleep inertia', 'Take-over', 'Driving performance', 'Driving simulation']","The issue of driving performance after sleeping becomes highly interesting when introducing automated driving in Level 4 (SAE). It is known that fatigue as well as hypovigilance are severe risk factors for traffic accidents while an effective countermeasure is sleeping. In Level 4 automation sleeping while driving becomes a possible scenario, including the issues of transitions. Several seconds for take-over as known from distraction studies are not enough to adjust the seat, regain control and recover after sleeping. Furthermore, when analyzing human performance after sleeping, the phenomenon of sleep inertia may affect reaction time and quality of performance. Take-over time and the effect of sleep inertia are investigated in a driving simulator study with 44 participants. As independent variable, the time after waking-up until taking over is varied: The participants had to take-over the driving task one minute, seven minutes or 15 min after waking up. A control group completed the task without sleeping. Lane keeping, deviation of line during the lane change task, braking time and mental workload served as dependent variables. There were no significant differences in driving performance between the groups when looking at driving performance, safety aspects and mental workload, hence no effect of sleep inertia was measured here. Further studies should investigate individual performance of more outliers and apply even more controlled measures to understand better if and how sleep inertia can become a problem for driving and what countermeasures should be applied. The study also shows, that take-over time of one minute leads to successful, but hectic take-overs, whereas a take-over time of 15 min induces fatigue in some drivers. We conclude that powernaps have a good chance to become a safe reality in Level 4 automation with a suitable take-over time between one and seven minutes.",1
976,JOUR,Design space exploration of multi-core RTL via high level synthesis from OpenCL models,"['Roozmeh, Mehdi', 'Lavagno, Luciano']",Microprocessors and Microsystems,63,199,208,2018,2018/11/01/,,0141-9331,https://doi.org/10.1016/j.micpro.2018.09.009,['https://www.sciencedirect.com/science/article/pii/S0141933118300760'],"['Design space exploration', 'Data center', 'FPGA', 'GPU', 'OpenCL', 'High-level synthesis', 'Low-power low-energy computations', 'Parallel computing']","As more and more powerful integrated circuits are appearing on the market, more and more applications, with very different requirements and workloads, are making use of available computing power. Designing optimized accelerators that can meet particular requirements has always presented a tremendous challenge to hardware engineers. To do so, designers have to trade off performance for power consumption in a manner such that the final RTL consumes minimum energy to meet the required performance (e.g. FLOPS) target. Moreover, the growing trend towards heterogeneous platforms is crucial to meet time and power consumption constraints of high-performance computing (HPC) applications. The OpenCL parallel programming language and framework enables programming CPU, GPU and recently FPGAs using the high-level synthesis (HLS) methodology. This work presents a design space exploration flow based on execution time, resource utilization and power consumption of OpenCL kernels mapped on FPGAs using the Xilinx high-level synthesis tool chain. Our experiments suggest that the quality of generated solutions, in terms of performance-per-watt, can be determined using analytical formulas prior to implementation, thus enabling fast and accurate DSE by considering on-chip and off-chip sources of parallelism. Moreover, the automated flow suggests design hints to meet a given time constraint within available resources. The proposed technique is demonstrated by optimizing the well known bitonic sorting network from NVIDIA’s OpenCL benchmark. Our results report that FPGAs have at least 20% higher performance-per-watt with respect to two high-end GPUs manufactured in the same technology (28 nm). Additionally, FPGAs with more available resources and using a more modern process (20 nm) can outperform the tested GPUs while consuming at least 55% less power at the cost of more expensive devices.",
977,JOUR,An improved calculation method for cutting contact point and tool orientation analysis according to the CC points,"['Dong, Jinlong', 'Yu, Tianbiao', 'Chen, Hao', 'Li, Baichun']",Precision Engineering,61,1,13,2020,2020/01/01/,,0141-6359,https://doi.org/10.1016/j.precisioneng.2019.09.013,['https://www.sciencedirect.com/science/article/pii/S0141635919301473'],"['Tool path generation', 'Cutting contact points', 'Constant chord error', 'Safety tool orientation']","Tool path generation is an important step of five-axis NC milling which plays an important role in parametric surfaces and free-form surfaces manufacturing. Cutter contacting (CC) point calculation is considered as a basic procedure of tool path generation. The step lengths formed by cutter contacting points have an effect on the chord error along feed direction. In traditional calculation method for CC point discretization, the segments connected by adjacent CC points distribute on both sides of the theoretical tool path curve. This situation magnifies the cutting error to some extent and enlarges the expected margin if the surface demands polishing or grinding. Aiming at this issue, this paper proposes an improved constant chord error method for CC point calculation. In the proposed method, the CC points lay on the theoretical tool path curve when the tool path curve is concave and lay on the chord error offset curve when is convex, which ensures the segments connected by the adjacent CC points distribute on one side of design surface, the side of the scallop height between tool paths. Therefore, the actual margin of polishing or grinding can be reduced. The influence of inflection points is also considered in this method to avoid accuracy deterioration caused by the long steps occurring near the inflection points. In part processing, local gouging and global collision must be avoided in tool orientation determination. This paper analyzes tool orientations with no rear gouging and no collision based on the calculated CC points. The novel discretization method for CC points is calculated on a single blade model, and the tool orientations are generated on an open integral impeller. A DMG DMU50 machine tool and a Hexagon three coordinates measuring machine are applied for experiments and measurements. The results show that, the CC point discretization method proposed in this paper offers many advantages over the traditional constant chord error method and commercial software, such as quantity of points, curve fitting, no overcut, and residual margin distributing. At last, blade and tunnel of the open integral impeller with safety tool orientation is machined and verified on the DMG DMU50 machine tool.",
978,JOUR,Load-reduction mechanism of microstructure broach inspired by dung beetle surface,"['Ni, Jing', 'Lv, Junjie', 'Meng, Zhen', 'Feng, Kai', 'Cai, Jun']",Journal of Manufacturing Processes,64,758,765,2021,2021/04/01/,,1526-6125,https://doi.org/10.1016/j.jmapro.2021.02.013,['https://www.sciencedirect.com/science/article/pii/S1526612521000888'],"['Biomimetic microstructure', 'Broach', 'Broaching performance', 'Load-reduction']","Broaching is extensively used in aerospace industry due to the good dimensional quality and surface integrity condition obtained. However, the coupled workload of heat and cutting forces make broaching tool having the problem of serious wear. Many studies have shown that the use of biomimetic microstructure can reduce the cutting load, but the load reduction mechanism is unclear. In this regard, a novel dry broaching experiment, inspired by the dung beetle surface, was designed to investigate the load reduction mechanism of microstructure broach. To reveal the mechanism, the broaching load, chip reduction coefficient and tool-chip adhesion length were compared with four kinds of rake face microstructures, which is conventional broach (without microstructures), biomimetic one (BM), micro-pit (PM) and micro-groove (GM). And all of above microstructures were fabricated by single point diamond tool (SPDT). It can be found that the biomimetic microstructure (BM) can reduce more tool-chip contact area, meanwhile enhance the ability of capturing debris. Otherwise, the obtained results revealed that biomimetic microstructures (BM) broach could reduce broaching load, chip reduction coefficient and tool-chip adhesion length by amount of 12.31 %, 8.23 % and 18.38 % compared to conventional one, respectively.",
979,JOUR,Transparency in Human-agent Teaming and its Effect on Automation-induced Complacency,"['Wright, Julia L.']",Procedia Manufacturing,3,968,973,2015,2015/01/01/,"6th International Conference on Applied Human Factors and Ergonomics (AHFE 2015) and the Affiliated Conferences, AHFE 2015",2351-9789,https://doi.org/10.1016/j.promfg.2015.07.149,['https://www.sciencedirect.com/science/article/pii/S235197891500150X'],"['Human-agent teaming', 'Supervisory control', 'Agent transparency', 'Individual differences']","The battlefield of the future has been envisioned as one soldier operator managing a team of robotic assets to conduct multiple concurrent tasks, and the DoD has been actively investigating the potential of such human-agent teams. Contemporary research shows that one operator managing multiple robotic assets suffers from a variety of performance decrements. Using an intelligent agent as the mediator of the robotic team helps alleviate some problems, while introducing several unique to the supervisory relationship. One such problem is the human-out-of-the-loop condition, which often results in an increase in operator complacent behavior. This proposed study explores how operator knowledge of the work environment and access to the agent's reasoning affects complacent behavior. Additionally, the interaction of operator knowledge and agent reasoning will be explored to see how the presence (or lack thereof) of each affects operator performance, workload, and situation awareness.",
980,JOUR,Neural networked-assisted method for the nurse rostering problem,"['Chen, Ziyi', 'Dou, Yajie', 'De Causmaecker, Patrick']",Computers & Industrial Engineering,171,108430,,2022,2022/09/01/,,0360-8352,https://doi.org/10.1016/j.cie.2022.108430,['https://www.sciencedirect.com/science/article/pii/S0360835222004673'],"['Scheduling', 'Combinatorial optimization', 'Deep learning', 'Timetabling', 'Nurse rostering']","To formulate a systematic and scientific nurse scheduling plan based on the nurse rostering problem (NRP), individual preferences and legal and other constraints must be fully considered. The NRP aims to optimize the allocation of human resources and to effectively reduce the workload to improve the efficiency and quality of nurses’ work. As various constraints must be considered, the NRP is complicated and is known to be NP-hard. The fast attainment of an efficient schedule is a challenging problem that requires urgent resolution. In this paper, we propose a neural network-assisted method for automating the complex and costly design of the heuristics. The method integrates a generic deep neural network (DNN) model and a generic recurrent neural network (RNN) model. The DNN model is used to guide the heuristic selection; the RNN model is embedded into the reconstruction mechanism to escape the local optimum. By treating schedules as matrices, the neural networks can help decide which heuristic to apply next and generate feasible solutions. Four experiments with different focuses based on benchmark instances are conducted by comparing different parameters as well as other state-of-the-art methods. Detailed computational results revealed the performance of the proposed method, results from the proposed algorithm outperforms the results reported in recent literature and state-of-the-art heuristic approaches in at least half of the instances, the proposed method also shows better performance compared with three reproduced deep reinforcement (DRL) learning methods, it is also competitive as an component of the hybrid method.",
981,JOUR,Evaluating driver comprehension of the roadway environment to retain accountability of safety during driving automation,"['Kummetha, Vishal C.', 'Kondyli, Alexandra', 'Devos, Hannes']",Transportation Research Part F: Traffic Psychology and Behaviour,81,457,471,2021,2021/08/01/,,1369-8478,https://doi.org/10.1016/j.trf.2021.07.007,['https://www.sciencedirect.com/science/article/pii/S1369847821001662'],"['Driver comprehension', 'Driving simulator', 'Situation awareness', 'Perception', 'Gaze', 'Mental workload']","Driver comprehension is a substantial component of situation awareness that involves the ability of an individual to understand the significance of an object, traffic sign, or hazard while driving. An increase in crashes related to autonomous driving systems has raised a concern regarding the safety of other roadway users due to the diminishing accountability resulting from a general lack of understanding of the limitations or disregard of the safety protocols by users. To keep drivers vigilant when engaged in partial automated systems, a methodology to monitor real-time driver comprehension was proposed. A driving simulator study consisting of 90 participants, equally split between males and females, was executed to establish driver comprehension in six different variations of driving difficulty. Joint probability density functions were created by considering percent time spent gazing, answers to probe questions, and driving performance. Based on these density functions, five levels of comprehension were devised and assigned thresholds. Overall, as task difficulty increased, a non-linear deterioration in driving speed along with an increase in total gaze duration was observed before comprehension was attained. A two-step validation protocol was also proposed to ensure similar levels of comprehension to non-automated driving from the human driver, when engaged in early forms of automation. The proposed real-time driver comprehension monitoring constitutes a first step toward developing a methodology to reinstate the accountability of safety of other roadway users when engaged in driver-in-the-loop automation systems.",
982,JOUR,"Human-Machine Interaction in Future Nuclear Power Plant Control Rooms – A Review⁎⁎This work is supported in part by the Guangdong Basic and Applied Basic Research Foundation (Project No.2019B1515120060), and the Open Funds of State Key Due to the complexity of nuclear power systems, the nuclear safety accidents that have occurred are usually caused by human faulty operations. In the Chernobyl accident, a series of operational errors during the turbine test by the operators led to the most serious nuclear leakage accident in history (Onisawa & Nishiwaki, 1988). To design a safe nuclear power control system, we need to consider not only the rationality of the operation, but also the HMI issues including reliability, convenience and comfort (Lagari et al., 2016). The nuclear power control system with great interaction effect can effectively reduce the physical and mental pressure of the operators, the complexity of observation data and the steps required for proper operation. Thereby it enhances the safety of the entire NPP. Thus, HMI in the control room is vital for successful design of future NPP control system.","['Wang, Chuanzan', 'Huang, Tao', 'Gong, Aicheng', 'Lu, Chao', 'Yang, Rui', 'Li, Xiu']",IFAC-PapersOnLine,53,851,856,2020,2020/01/01/,3rd IFAC Workshop on Cyber-Physical & Human Systems CPHS 2020,2405-8963,https://doi.org/10.1016/j.ifacol.2021.04.181,['https://www.sciencedirect.com/science/article/pii/S2405896321003281'],"['Nuclear power plants', 'artificial intelligence', 'human-machine interaction', 'human errors']","In nuclear power plants, many accidents are caused by human errors. As a result, to be vigilant about the risks during human-machine interaction (HMI) is becoming critical. An effective HMI system can reduce the operators’ workload and feedback the operators’ status in real time, thus it will greatly reduce these risks. Based on this, it is necessary to discuss the topic of HMI in nuclear power control. In this work, the authors review the development of nuclear power interaction system and briefly analyze the current limitations. Then the paper summarizes the explorations in nuclear power HMI based on artificial intelligence (AI) in recent years, and conceive a multi-modal intelligent nuclear power control room. The authors believe that if people want to improve the efficiency and accuracy of nuclear power HMI, it is important to apply new interaction methods and improve the evaluation system for the operating system. In this process, AI will be an important driving force. This work will be important reference for future research in nuclear power HMI.",5
983,JOUR,Use of automated machine learning for an outbreak risk prediction tool,"['Zhang, Tianyu', 'Rabhi, Fethi', 'Behnaz, Ali', 'Chen, Xin', 'Paik, Hye-young', 'Yao, Lina', 'MacIntyre, Chandini Raina']",Informatics in Medicine Unlocked,34,101121,,2022,2022/01/01/,,2352-9148,https://doi.org/10.1016/j.imu.2022.101121,['https://www.sciencedirect.com/science/article/pii/S2352914822002581'],"['Automated machine learning', 'Outbreak risk prediction', 'Public health', 'Epidemics']","The frequency of serious epidemics has continued to increase in the last decade. The ability to predict the risk of outbreaks can improve prevention and control. There are few prediction models available, and of these most are manually constructed by human experts. These manual models are affected by the lack of automation and have limitations in data processing. They can be enhanced with modern machine-learning techniques. Machine learning (ML) based prediction models, however, have higher requirement for professional knowledge and are not broadly accessible to researchers who do not have ML expertise. We proposed automated machine learning (AutoML) as an advanced solution. It automates the entire ML design process for users without requiring ML knowledge, therefore allows non-ML experts to individually build ML models. To demonstrate the functionality of AutoML to develop reliable systems, we expanded an existing manually developed risk analysis model, EPIRISK, that uses economic, social and medical risk factors to predict epidemic risk. Using the AutoML platform BrewAI, we obtained an automatically generated ML model to predict epidemic risk. This was compared with six traditionally built machine learning models. The AutoML tool generated a model of 77% accuracy in predicting risk. It had similar accuracy to the six traditional built ML models. Such tools are easy to use and could make ML models more accessible to non-ML experts.",
984,JOUR,Deep architectures for the segmentation of frontal sinuses in X-ray images: Towards an automatic forensic identification system in comparative radiography,"['Gómez, Óscar', 'Mesejo, Pablo', 'Ibáñez, Óscar', 'Cordón, Óscar']",Neurocomputing,456,575,585,2021,2021/10/07/,,0925-2312,https://doi.org/10.1016/j.neucom.2020.10.116,['https://www.sciencedirect.com/science/article/pii/S0925231221009498'],"['Convolutional neural networks', 'Biomedical image segmentation and registration', 'Forensic human identification', 'Comparative radiography', 'Frontal sinuses', 'Real-coded evolutionary algorithms']","Comparative radiography (CR) is the forensic anthropology technique in which ante-mortem (AM) and post-mortem (PM) radiographic materials (e.g., X-ray images or CTs) are compared in order to determine the identity of a human being (either by providing a positive identification or by reducing the number of candidates). One of the most commonly used anatomical structures in CR are the frontal sinuses, which are used in forensic human identification tasks due to their singularity and high identification power. In order to automate the comparison of frontal sinuses in AM and PM materials, we need to perform their segmentation and registration. However, these tasks are time-consuming, subjective, and complex. This paper presents the first CR-based identification system for the comparison of frontal sinuses and supporting the forensic expert’s decision. The proposed system comprises two building blocks. First, a frontal sinus segmentation method in X-ray images using deep convolutional neural networks. Different convolutional architectures are compared in solving the segmentation problem, obtaining an average Dice Similarity Coefficient of the frontal sinuses of 0.823 on a dataset composed of 234 skull radiographs. Second, an evolutionary-based 2D-3D IR method, that searches for the best alignment of segmented AM and PM images using a real-coded evolutionary algorithm. The proposed system is evaluated on a real multiple-comparison identification scenario including 10 X-ray images and 10 CTs, where manual and automatic segmentation approaches are compared. The global results shows that the proposed system is able to filter 50% of the sample. These preliminary results suggest that our system can reliably keep the true positive identity in the first half of the sample, allowing for a significant reduction of forensic experts’ workload and shortening identification times.",
985,JOUR,Investigating effects of multimodal explanations using multiple In-vehicle displays for takeover request in conditionally automated driving,"['Lee, Sangwon', 'Hong, Jeonguk', 'Jeon, Gyewon', 'Jo, Jeongmin', 'Boo, Sanghyeok', 'Kim, Hwiseong', 'Jung, Seoyoon', 'Park, Jieun', 'Choi, Inheon', 'Kim, Sangyeon']",Transportation Research Part F: Traffic Psychology and Behaviour,96,1,22,2023,2023/07/01/,,1369-8478,https://doi.org/10.1016/j.trf.2023.05.014,['https://www.sciencedirect.com/science/article/pii/S1369847823001079'],"['Explanation', 'Takeover Request', 'Modality', 'In-vehicle Display', 'Automated Driving']","In conditionally automated driving, a human takeover transition is necessary in response to vehicle malfunction or other limitation. To mitigate the negative experience of this technological limitation, researchers have suggested providing an explanation along with the takeover request to increase drivers’ understanding and trust in an automated driving system (ADS). However, previous studies on the explanation have been limited to investigations of unimodal explanations that use either text or speech, while neglecting other various in-vehicle display options. The present study aims to investigate the effects of multimodal explanation using three in-vehicle displays—ambient light, cluster, and sound. The explanation given by each in-vehicle display was systemically manipulated into two levels (ambient light: constant color vs. variable color, cluster: no-text and no-background vs. text with colored background, sound: alert-only sound vs. speech with alert sound). To examine the effects of the explanation using these displays, we conducted mixed method research including a scenario-based experiment, questionnaires, and a follow-up interview for thematic analysis. In the experiment, eighty-two participants drove in a driving simulator and performed takeover tasks in several types of urgent situations for measuring their takeover time and error. The participants then responded to questionnaires on takeover workload and overall trust in automated vehicle. Next, fifty-six of them participated in the follow-up interview for discovering significant themes related to their experiences with the multimodal explanation. As results, we found that multimodal explanations that use two types of displays were more effective than unimodal explanations or multimodal explanations using three types of displays. Regarding the effects of each type of display, the speech-based explanation showed the best takeover performance in general. The explanation using the cluster was next most useful in performance. The ambient light explanation showed less significant to no effect in the takeover situation. We expect that these findings can contribute to theoretical understanding of driver response to multimodal explanations and to practical design of trustworthy explanations in various takeover situations.",
986,JOUR,"HipBot – The design, development and control of a therapeutic robot for hip rehabilitation","['Guzmán-Valdivia, C.H.', 'Blanco-Ortega, A.', 'Oliver-Salazar, M.A.', 'Gómez-Becerra, F.A.', 'Carrera-Escobedo, J.L.']",Mechatronics,30,55,64,2015,2015/09/01/,,0957-4158,https://doi.org/10.1016/j.mechatronics.2015.06.007,['https://www.sciencedirect.com/science/article/pii/S0957415815000914'],"['Hip-joint rehabilitation', 'Mechatronics', 'PID controller', 'Impedance controller']","The hip is the strongest joint of the human body. A wide range of disorders and fractures can affect the hip. The use of therapeutic robots has the potential to reduce the physical workload of rehabilitation and to improve repeatability. In this paper, a simple hip-joint rehabilitation robot (HipBot) is presented to perform combined movements of abduction/adduction and flexion/extension. HipBot has 5-DOF and can perform combined movements. This system can learn specific exercise motions through a GUI and perform them without the physiotherapist. In addition, HipBot is capable of performing rehabilitation on both right and left legs (individually). The simple mechanism covers the requirements of stability and robustness necessary for hip-joint rehabilitation. The mechatronic design and control technique are described. The robot system was tested in a small group of healthy subjects. The experimental results carried out on healthy subjects proved the high performance of the rehabilitation device and showed its great potential.",
987,JOUR,Human-Robot Collaboration with Variable Autonomy via Gaussian Process,"['Hatanaka, Takeshi', 'Noda, Kosei', 'Yamauchi, Junya', 'Sokabe, Koji', 'Shimamoto, Keita', 'Fujita, Masayuki']",IFAC-PapersOnLine,53,126,133,2020,2020/01/01/,3rd IFAC Workshop on Cyber-Physical & Human Systems CPHS 2020,2405-8963,https://doi.org/10.1016/j.ifacol.2021.04.091,['https://www.sciencedirect.com/science/article/pii/S2405896321001774'],"['Human-robot collaborations', 'Gaussian process regression', 'Robot control', 'Telerobotics', 'Human-centered design', 'Learning control']","In this paper, we investigate a scenario of human-robot collaboration mainly motivated by agricultural applications, and present a novel control architecture with variable autonomy based on Gaussian Process (GP) regression. The system consists of three components, namely a robot manipulator, system operator, and computer. The operator monitors an image, acquired by the robot, capturing possibly multiple candidates for a target to be reached by the end effector of the robot. He/she chooses a target to be reached among these candidates, and determines a velocity command for the end effector, while the computer also identifies a target through image processing. We first design an automatic controller and a mechanism to tune autonomy online. To this end, we build two GP models from the data on a training system without any uncertain factor that may disturb the operation: one is built from the data of an expert for the system operation and the other is from the operator’s own data. The former model is utilized as the automatic controller and the autonomy determination mechanism is designed based on the variance information provided by the GP models so that the controller supports the manual control only when the expert’s model is reliable, the computer correctly identifies the human target, and the real environment does not contain any uncertain factor that affects manual control. We finally demonstrate the mechanism through experiments from the viewpoints of the performance and human workload.",5
988,JOUR,Impact of loading and work rest intervals on muscle micro-trauma,"['Gao Smith, Tianqi Tenchi', 'Gallagher, Sean']",International Journal of Industrial Ergonomics,66,161,168,2018,2018/07/01/,,0169-8141,https://doi.org/10.1016/j.ergon.2018.03.002,['https://www.sciencedirect.com/science/article/pii/S0169814117301348'],"['Musculoskeletal disorder (MSD)', 'Rest interval', 'Loading', 'Creatine kinase (CK)', 'Skeletal muscle micro-trauma', 'Eccentric exercise']","Purpose To examine whether rest intervals of different durations (“High Rest, Low Frequency” v. “Low Rest, High Frequency”), and load at different force exertion levels with different repetition frequencies (“High Load, Low Repetition” v. “Low Load, High Repetition”) have an impact on muscle micro-trauma, as such micro-trauma over repetitive loading and long-term muscle overuse can lead to musculoskeletal disorders (MSDs). Method Twenty-four adult males (mean age: 24.1 years; 3.6 SD) were randomly assigned to one of 4 bicep muscle eccentric exercise treatment groups (n = 6; “High Load, Low Repetition; High Rest, Low Frequency”, “High Load, Low Repetition; Low Rest, High Frequency”, “Low Load, High Repetition; High Rest, Low Frequency”, or “Low Load, High Repetition; Low Rest, High Frequency”) with non-dominant arm to induce muscle micro-trauma reactions in serum. Subjects in all treatment groups had equivalent total work volume, total rest duration and total work duration for comparison of muscle micro-trauma between and within the treatment groups. Muscle micro-trauma biomarker serum Creatine Kinase (CK) level was measured pre-exercise (Day 0) and post-exercise on Days 1, 2, 4, and 8. ANOVA with repeated measures was used to examine significance of rest and load-repetition combination over pre and post experiment days, as well as possible interactions. Result CK levels fluctuated significantly across different “Day” (P = 0.0115). Interaction was disordinal and significant between “Day” and “Rest” (P = 0.0000), and “Load” and “Rest” (P = 0.0322). Under “High Load, Low Repetition” condition, CK levels on Day 4 were significantly higher than on Days 0 and 2; CK levels on Day 8 were significantly higher than Day 0. CK level peaked on Day 4. Under “Low Rest” Condition, CK level on Days 4 and 8 are significantly higher than Day 0. Conclusion Shorter but more frequent rest intervals led to more extreme muscle micro-traumatic responses than the longer but less frequent ones, especially under “High Load, Low Repetition” condition when non-dominant bicep brachii was subscribed with eccentric exercise regimen. Relevance to industry The exploration of how rest scheduling affects progression of microtrauma from a biomechanical and molecular level in this study furthers current understanding of the early stage development of WMSDs. With future studies’ further research and confirmation, the findings of this study may be able to serve as a first attempt to guide shift scheduling and job design at manufacturing facilities.",
