PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"37960625","Multimodal Assessment of Cognitive Workload Using Neural, Subjective and Behavioural Measures in Smart Factory Settings","Zakeri Z, Arif A, Omurtag A, Breedon P, Khalid A.","Sensors (Basel). 2023 Nov 2;23(21):8926. doi: 10.3390/s23218926.","Zakeri Z","Sensors (Basel)","2023","2023/11/14","PMC10647588","","10.3390/s23218926"
"36146189","Investigating Methods for Cognitive Workload Estimation for Assistive Robots","Aygun A, Nguyen T, Haga Z, Aeron S, Scheutz M.","Sensors (Basel). 2022 Sep 9;22(18):6834. doi: 10.3390/s22186834.","Aygun A","Sensors (Basel)","2022","2022/09/23","PMC9505485","","10.3390/s22186834"
"30631262","Increasing Human Performance by Sharing Cognitive Load Using Brain-to-Brain Interface","Maksimenko VA, Hramov AE, Frolov NS, Lüttjohann A, Nedaivozov VO, Grubov VV, Runnova AE, Makarov VV, Kurths J, Pisarchik AN.","Front Neurosci. 2018 Dec 13;12:949. doi: 10.3389/fnins.2018.00949. eCollection 2018.","Maksimenko VA","Front Neurosci","2018","2019/01/12","PMC6315120","","10.3389/fnins.2018.00949"
"37480662","Assessing subjective workload for live captioners","Nam S, Karam M, Christelis C, Bhargav H, Fels DI.","Appl Ergon. 2023 Nov;113:104094. doi: 10.1016/j.apergo.2023.104094. Epub 2023 Jul 20.","Nam S","Appl Ergon","2023","2023/07/22","","","10.1016/j.apergo.2023.104094"
"32947265","Continuous decoding of cognitive load from electroencephalography reveals task-general and task-specific correlates","Boring MJ, Ridgeway K, Shvartsman M, Jonker TR.","J Neural Eng. 2020 Oct 16;17(5):056016. doi: 10.1088/1741-2552/abb9bc.","Boring MJ","J Neural Eng","2020","2020/09/18","","","10.1088/1741-2552/abb9bc"
"38279638","Measuring cognitive workload in the nuclear control room: a review","Braarud PØ.","Ergonomics. 2024 Jun;67(6):849-865. doi: 10.1080/00140139.2024.2302381. Epub 2024 Jan 26.","Braarud PØ","Ergonomics","2024","2024/01/27","","","10.1080/00140139.2024.2302381"
"34340583","The Impact of Transparency and Decision Risk on Human-Automation Teaming Outcomes","Loft S, Bhaskara A, Lock BA, Skinner M, Brooks J, Li R, Bell J.","Hum Factors. 2023 Aug;65(5):846-861. doi: 10.1177/00187208211033445. Epub 2021 Aug 2.","Loft S","Hum Factors","2023","2021/08/03","","","10.1177/00187208211033445"
"36082400","Workload Measurement in Subspecialty Placental Pathology in Canada","Wright JR Jr, Chan S, Morgen EK, Maung RTA; and the Canadian Association of Pathologists’ Pan-Canadian Pediatric-Perinatal Pathology Workload Committee; Brundler MA, El Demellawy D, Fraser RB, Kurek KC, Magee F, Nizalik E, Oligny LL, Somers GR, Stefanovici C, Terry J.","Pediatr Dev Pathol. 2022 Nov-Dec;25(6):604-610. doi: 10.1177/10935266221118150. Epub 2022 Sep 8.","Wright JR Jr","Pediatr Dev Pathol","2022","2022/09/09","","","10.1177/10935266221118150"
"36830453","Impacts of Adiposity on Exercise Performance in Horses","Pratt-Phillips S, Munjizun A.","Animals (Basel). 2023 Feb 14;13(4):666. doi: 10.3390/ani13040666.","Pratt-Phillips S","Animals (Basel)","2023","2023/02/25","PMC9951652","","10.3390/ani13040666"
"36176571","Predicting task performance for intelligent human-machine interactions","Heard J, Baskaran P, Adams JA.","Front Neurorobot. 2022 Sep 13;16:973967. doi: 10.3389/fnbot.2022.973967. eCollection 2022.","Heard J","Front Neurorobot","2022","2022/09/30","PMC9513063","","10.3389/fnbot.2022.973967"
"34166183","Real-Time EEG-Based Cognitive Workload Monitoring on Wearable Devices","Zanetti R, Arza A, Aminifar A, Atienza D.","IEEE Trans Biomed Eng. 2022 Jan;69(1):265-277. doi: 10.1109/TBME.2021.3092206. Epub 2021 Dec 23.","Zanetti R","IEEE Trans Biomed Eng","2022","2021/06/24","","","10.1109/TBME.2021.3092206"
"37793896","Eye-Tracking in Physical Human-Robot Interaction: Mental Workload and Performance Prediction","Upasani S, Srinivasan D, Zhu Q, Du J, Leonessa A.","Hum Factors. 2024 Aug;66(8):2104-2119. doi: 10.1177/00187208231204704. Epub 2023 Oct 4.","Upasani S","Hum Factors","2024","2023/10/04","","","10.1177/00187208231204704"
"36098843","Cortical connectivity gradients and local timescales during cognitive states are modulated by cognitive loads","Zhang H, Zhao R, Hu X, Guan S, Margulies DS, Meng C, Biswal BB.","Brain Struct Funct. 2022 Nov;227(8):2701-2712. doi: 10.1007/s00429-022-02564-0. Epub 2022 Sep 13.","Zhang H","Brain Struct Funct","2022","2022/09/13","","","10.1007/s00429-022-02564-0"
"33705213","The Effect of Cognitive Load on Auditory Susceptibility During Automated Driving","Van der Heiden RMA, Kenemans JL, Donker SF, Janssen CP.","Hum Factors. 2022 Nov;64(7):1195-1209. doi: 10.1177/0018720821998850. Epub 2021 Mar 11.","Van der Heiden RMA","Hum Factors","2022","2021/03/11","PMC9574901","","10.1177/0018720821998850"
"38133973","Cognitive Load Prediction from Multimodal Physiological Signals using Multiview Learning","Liu Y, Yu Y, Tao H, Ye Z, Wang S, Li H, Hu D, Zhou Z, Zeng LL.","IEEE J Biomed Health Inform. 2023 Dec 22;PP. doi: 10.1109/JBHI.2023.3346205. Online ahead of print.","Liu Y","IEEE J Biomed Health Inform","2023","2023/12/22","","","10.1109/JBHI.2023.3346205"
"25883555","Brain enhancement through cognitive training: a new insight from brain connectome","Taya F, Sun Y, Babiloni F, Thakor N, Bezerianos A.","Front Syst Neurosci. 2015 Apr 1;9:44. doi: 10.3389/fnsys.2015.00044. eCollection 2015.","Taya F","Front Syst Neurosci","2015","2015/04/18","PMC4381643","","10.3389/fnsys.2015.00044"
"35870415","COLET: A dataset for COgnitive workLoad estimation based on eye-tracking","Ktistakis E, Skaramagkas V, Manousos D, Tachos NS, Tripoliti E, Fotiadis DI, Tsiknakis M.","Comput Methods Programs Biomed. 2022 Sep;224:106989. doi: 10.1016/j.cmpb.2022.106989. Epub 2022 Jul 3.","Ktistakis E","Comput Methods Programs Biomed","2022","2022/07/23","","","10.1016/j.cmpb.2022.106989"
"36085752","Assessing the Cognitive Demand of Hand Controlled Exoskeleton Walking","Karunakaran KK, Foulds RA.","Annu Int Conf IEEE Eng Med Biol Soc. 2022 Jul;2022:4338-4341. doi: 10.1109/EMBC48229.2022.9871565.","Karunakaran KK","Annu Int Conf IEEE Eng Med Biol Soc","2022","2022/09/10","","","10.1109/EMBC48229.2022.9871565"
"30815493","An investigation on workload indicator of staffing need: A scoping review","Doosty F, Maleki MR, Yarmohammadian MH.","J Educ Health Promot. 2019 Jan 29;8:22. doi: 10.4103/jehp.jehp_220_18. eCollection 2019.","Doosty F","J Educ Health Promot","2019","2019/03/01","PMC6378811","","10.4103/jehp.jehp_220_18"
"37361336","HAR2bot: a human-centered augmented reality robot programming method with the awareness of cognitive load","Yang W, Xiao Q, Zhang Y.","J Intell Manuf. 2023 Mar 21:1-19. doi: 10.1007/s10845-023-02096-2. Online ahead of print.","Yang W","J Intell Manuf","2023","2023/06/26","PMC10029803","","10.1007/s10845-023-02096-2"
"39245907","Escherichia coli in the production of biopharmaceuticals","İncir İ, Kaplan Ö.","Biotechnol Appl Biochem. 2024 Sep 8. doi: 10.1002/bab.2664. Online ahead of print.","İncir İ","Biotechnol Appl Biochem","2024","2024/09/09","","","10.1002/bab.2664"
"37537617","Leveraging university-industry partnerships to optimise postgraduate nursing education","Theobald KA, Fox R, Burridge C, Thomson B, Fox A.","BMC Nurs. 2023 Aug 4;22(1):256. doi: 10.1186/s12912-023-01419-1.","Theobald KA","BMC Nurs","2023","2023/08/03","PMC10401860","","10.1186/s12912-023-01419-1"
"38807491","Evaluation of Biomechanical and Mental Workload During Human-Robot Collaborative Pollination Task","Yerebakan MO, Gu Y, Gross J, Hu B.","Hum Factors. 2024 May 28:187208241254696. doi: 10.1177/00187208241254696. Online ahead of print.","Yerebakan MO","Hum Factors","2024","2024/05/29","","","10.1177/00187208241254696"
"35485174","The Impacts of Human-Cobot Collaboration on Perceived Cognitive Load and Usability during an Industrial Task: An Exploratory Experiment","Fournier É, Kilgus D, Landry A, Hmedan B, Pellier D, Fiorino H, Jeoffrion C.","IISE Trans Occup Ergon Hum Factors. 2022 Apr-Jun;10(2):83-90. doi: 10.1080/24725838.2022.2072021. Epub 2022 May 12.","Fournier É","IISE Trans Occup Ergon Hum Factors","2022","2022/04/29","","","10.1080/24725838.2022.2072021"
"36825214","On the accuracy of code complexity metrics: A neuroscience-based guideline for improvement","Hao G, Hijazi H, Durães J, Medeiros J, Couceiro R, Lam CT, Teixeira C, Castelhano J, Castelo Branco M, Carvalho P, Madeira H.","Front Neurosci. 2023 Feb 7;16:1065366. doi: 10.3389/fnins.2022.1065366. eCollection 2022.","Hao G","Front Neurosci","2023","2023/02/24","PMC9942489","","10.3389/fnins.2022.1065366"
"38487761","Evaluating cognitive and physical work performance: A comparative study of an active and passive industrial back-support exoskeleton","Govaerts R, Turcksin T, Vanderborght B, Roelands B, Meeusen R, De Pauw K, De Bock S.","Wearable Technol. 2023 Dec 20;4:e27. doi: 10.1017/wtc.2023.25. eCollection 2023.","Govaerts R","Wearable Technol","2023","2024/03/15","PMC10936324","","10.1017/wtc.2023.25"
"34773254","The effects of task-irrelevant threatening stimuli on orienting- and executive attentional processes under cognitive load","Zsidó AN, Stecina DT, Cseh R, Hout MC.","Br J Psychol. 2022 May;113(2):412-433. doi: 10.1111/bjop.12540. Epub 2021 Nov 12.","Zsidó AN","Br J Psychol","2022","2021/11/13","PMC9299041","","10.1111/bjop.12540"
"33102656","Response time and eye tracking datasets for activities demanding varying cognitive load","Pillai P, Ayare P, Balasingam B, Milne K, Biondi F.","Data Brief. 2020 Oct 8;33:106389. doi: 10.1016/j.dib.2020.106389. eCollection 2020 Dec.","Pillai P","Data Brief","2020","2020/10/26","PMC7578673","","10.1016/j.dib.2020.106389"
"34952490","Impact of alarm management and automation on abnormal operations: A human-in-the-loop simulation study","Simonson RJ, Keebler JR, Blickensderfer EL, Besuijen R.","Appl Ergon. 2022 Apr;100:103670. doi: 10.1016/j.apergo.2021.103670. Epub 2021 Dec 21.","Simonson RJ","Appl Ergon","2022","2021/12/24","","","10.1016/j.apergo.2021.103670"
"32977713","A Cyber-Physical-Human System for One-to-Many UAS Operations: Cognitive Load Analysis","Planke LJ, Lim Y, Gardi A, Sabatini R, Kistan T, Ezer N.","Sensors (Basel). 2020 Sep 23;20(19):5467. doi: 10.3390/s20195467.","Planke LJ","Sensors (Basel)","2020","2020/09/26","PMC7582306","","10.3390/s20195467"
"35812230","Designing for Confidence: The Impact of Visualizing Artificial Intelligence Decisions","Karran AJ, Demazure T, Hudon A, Senecal S, Léger PM.","Front Neurosci. 2022 Jun 24;16:883385. doi: 10.3389/fnins.2022.883385. eCollection 2022.","Karran AJ","Front Neurosci","2022","2022/07/11","PMC9263374","","10.3389/fnins.2022.883385"
"34884021","Vision-Based Driver's Cognitive Load Classification Considering Eye Movement Using Machine Learning and Deep Learning","Rahman H, Ahmed MU, Barua S, Funk P, Begum S.","Sensors (Basel). 2021 Nov 30;21(23):8019. doi: 10.3390/s21238019.","Rahman H","Sensors (Basel)","2021","2021/12/10","PMC8659461","","10.3390/s21238019"
"27626887","The relationship between physical workload and quality within line-based assembly","Ivarsson A, Eek F.","Ergonomics. 2016 Jul;59(7):913-23. doi: 10.1080/00140139.2015.1105303. Epub 2015 Nov 19.","Ivarsson A","Ergonomics","2016","2016/09/15","","","10.1080/00140139.2015.1105303"
"37896621","Characterisation of Cognitive Load Using Machine Learning Classifiers of Electroencephalogram Data","Wang Q, Smythe D, Cao J, Hu Z, Proctor KJ, Owens AP, Zhao Y.","Sensors (Basel). 2023 Oct 17;23(20):8528. doi: 10.3390/s23208528.","Wang Q","Sensors (Basel)","2023","2023/10/28","PMC10611194","","10.3390/s23208528"
"36276745","The influence of physical and mental workload on the safe behavior of employees in the automobile industry","Jame Chenarboo F, Hekmatshoar R, Fallahi M.","Heliyon. 2022 Oct 11;8(10):e11034. doi: 10.1016/j.heliyon.2022.e11034. eCollection 2022 Oct.","Jame Chenarboo F","Heliyon","2022","2022/10/24","PMC9582718","","10.1016/j.heliyon.2022.e11034"
"35270722","The Importance of Lifting Height and Load Mass for Muscular Workload during Supermarket Stocking: Cross-Sectional Field Study","Skovlund SV, Bláfoss R, Skals S, Jakobsen MD, Andersen LL.","Int J Environ Res Public Health. 2022 Mar 4;19(5):3030. doi: 10.3390/ijerph19053030.","Skovlund SV","Int J Environ Res Public Health","2022","2022/03/10","PMC8910655","","10.3390/ijerph19053030"
"32628527","Decorative animations impair recall and are a source of extraneous cognitive load","Pink A, Newton PM.","Adv Physiol Educ. 2020 Sep 1;44(3):376-382. doi: 10.1152/advan.00102.2019.","Pink A","Adv Physiol Educ","2020","2020/07/07","","","10.1152/advan.00102.2019"
"35671462","A Predictive Processing Model of Episodic Memory and Time Perception","Fountas Z, Sylaidi A, Nikiforou K, Seth AK, Shanahan M, Roseboom W.","Neural Comput. 2022 Jun 16;34(7):1501-1544. doi: 10.1162/neco_a_01514.","Fountas Z","Neural Comput","2022","2022/06/07","","","10.1162/neco_a_01514"
"38153302","Cusp Catastrophe Models for Cognitive Workload and Fatigue for Teams Making Dynamic Decisions","Guastello SJ, McGuigan LM.","Nonlinear Dynamics Psychol Life Sci. 2024 Jan;28(1):71-109.","Guastello SJ","Nonlinear Dynamics Psychol Life Sci","2024","2023/12/28","","",""
"29017780","Using theta and alpha band power to assess cognitive workload in multitasking environments","Puma S, Matton N, Paubel PV, Raufaste É, El-Yagoubi R.","Int J Psychophysiol. 2018 Jan;123:111-120. doi: 10.1016/j.ijpsycho.2017.10.004. Epub 2017 Oct 7.","Puma S","Int J Psychophysiol","2018","2017/10/12","","","10.1016/j.ijpsycho.2017.10.004"
"36673940","Cognitive Analyses for Interface Design Using Dual N-Back Tasks for Mental Workload (MWL) Evaluation","Arana-De Las Casas NI, De la Riva-Rodríguez J, Maldonado-Macías AA, Sáenz-Zamarrón D.","Int J Environ Res Public Health. 2023 Jan 9;20(2):1184. doi: 10.3390/ijerph20021184.","Arana-De Las Casas NI","Int J Environ Res Public Health","2023","2023/01/21","PMC9859375","","10.3390/ijerph20021184"
"37765755","A Neurophysiological Evaluation of Cognitive Load during Augmented Reality Interactions in Various Industrial Maintenance and Assembly Tasks","Alessa FM, Alhaag MH, Al-Harkan IM, Ramadan MZ, Alqahtani FM.","Sensors (Basel). 2023 Sep 6;23(18):7698. doi: 10.3390/s23187698.","Alessa FM","Sensors (Basel)","2023","2023/09/28","PMC10536580","","10.3390/s23187698"
"38023588","The effect of human autonomy and robot work pace on perceived workload in human-robot collaborative assembly work","van Dijk W, Baltrusch SJ, Dessers E, de Looze MP.","Front Robot AI. 2023 Nov 3;10:1244656. doi: 10.3389/frobt.2023.1244656. eCollection 2023.","van Dijk W","Front Robot AI","2023","2023/11/29","PMC10655125","","10.3389/frobt.2023.1244656"
"34704546","Personality and impulsivity as antecedents of occupational health in the construction industry","González-Recio S, Boada-Cuerva M, Serrano-Fernández MJ, Assens-Serra J, Araya-Castillo L, Boada-Grau J.","Int J Occup Saf Ergon. 2022 Dec;28(4):2403-2410. doi: 10.1080/10803548.2021.1992946. Epub 2021 Nov 12.","González-Recio S","Int J Occup Saf Ergon","2022","2021/10/27","","","10.1080/10803548.2021.1992946"
"35089111","Effect of Automating Procedural Work on Situation Awareness and Workload","Schreckenghost D, Holden K, Greene M, Milam T, Hamblin C.","Hum Factors. 2023 Sep;65(6):1161-1172. doi: 10.1177/00187208211060978. Epub 2022 Jan 28.","Schreckenghost D","Hum Factors","2023","2022/01/28","","","10.1177/00187208211060978"
"30134256","A Review of Measuring the Cognitive Workload of Electronic Health Records","Wilbanks BA, McMullan SP.","Comput Inform Nurs. 2018 Dec;36(12):579-588. doi: 10.1097/CIN.0000000000000469.","Wilbanks BA","Comput Inform Nurs","2018","2018/08/23","","","10.1097/CIN.0000000000000469"
"35961246","Assessing mental workload with wearable devices - Reliability and applicability of heart rate and motion measurements","Mach S, Storozynski P, Halama J, Krems JF.","Appl Ergon. 2022 Nov;105:103855. doi: 10.1016/j.apergo.2022.103855. Epub 2022 Aug 10.","Mach S","Appl Ergon","2022","2022/08/12","","","10.1016/j.apergo.2022.103855"
"25875283","Cognitive demands of lower paleolithic toolmaking","Stout D, Hecht E, Khreisheh N, Bradley B, Chaminade T.","PLoS One. 2015 Apr 15;10(4):e0121804. doi: 10.1371/journal.pone.0121804. eCollection 2015.","Stout D","PLoS One","2015","2015/04/16","PMC4398452","","10.1371/journal.pone.0121804"
"30822151","Cardiac Measures of Cognitive Workload: A Meta-Analysis","Hughes AM, Hancock GM, Marlow SL, Stowers K, Salas E.","Hum Factors. 2019 May;61(3):393-414. doi: 10.1177/0018720819830553. Epub 2019 Mar 1.","Hughes AM","Hum Factors","2019","2019/03/02","","","10.1177/0018720819830553"
"37910541","Changes in EEG alpha-band power during prehension indicates neural motor drive inhibition","Ortiz O, Kuruganti U, Chester V, Wilson A, Blustein D.","J Neurophysiol. 2023 Dec 1;130(6):1588-1601. doi: 10.1152/jn.00506.2022. Epub 2023 Nov 1.","Ortiz O","J Neurophysiol","2023","2023/11/01","","","10.1152/jn.00506.2022"
"33538624","The Impacts of Temporal Variation and Individual Differences in Driver Cognitive Workload on ECG-Based Detection","Yang S, Kuo J, Lenné MG, Fitzharris M, Horberry T, Blay K, Wood D, Mulvihill C, Truche C.","Hum Factors. 2021 Aug;63(5):772-787. doi: 10.1177/0018720821990484. Epub 2021 Feb 4.","Yang S","Hum Factors","2021","2021/02/04","","","10.1177/0018720821990484"
"38438477","Why we should not mistake accuracy of medical AI for efficiency","Jongsma KR, Sand M, Milota M.","NPJ Digit Med. 2024 Mar 4;7(1):57. doi: 10.1038/s41746-024-01047-2.","Jongsma KR","NPJ Digit Med","2024","2024/03/04","PMC10912629","","10.1038/s41746-024-01047-2"
"38111712","Safe physical interaction with cobots: a multi-modal fusion approach for health monitoring","Guo B, Liu H, Niu L.","Front Neurorobot. 2023 Dec 4;17:1265936. doi: 10.3389/fnbot.2023.1265936. eCollection 2023.","Guo B","Front Neurorobot","2023","2023/12/19","PMC10725971","","10.3389/fnbot.2023.1265936"
"36401974","The impact of speech-based assistants on the driver's cognitive distraction","Loew A, Koniakowsky I, Forster Y, Naujoks F, Keinath A.","Accid Anal Prev. 2023 Jan;179:106898. doi: 10.1016/j.aap.2022.106898. Epub 2022 Nov 17.","Loew A","Accid Anal Prev","2023","2022/11/19","","","10.1016/j.aap.2022.106898"
